Ref_Date,GEO,PRODUCTION,FRUIT,UOFM,PROCESS,Vector,Coordinate,Value
1970,British Columbia,Farm value,Pears,Dollars,"Processed (x 1,000)",v380666,2.2.2.4.2,400.00
1971,British Columbia,Farm value,Pears,Dollars,"Processed (x 1,000)",v380666,2.2.2.4.2,329.00
1972,British Columbia,Farm value,Pears,Dollars,"Processed (x 1,000)",v380666,2.2.2.4.2,395.00
1973,British Columbia,Farm value,Pears,Dollars,"Processed (x 1,000)",v380666,2.2.2.4.2,519.00
1974,British Columbia,Farm value,Pears,Dollars,"Processed (x 1,000)",v380666,2.2.2.4.2,704.00
1975,British Columbia,Farm value,Pears,Dollars,"Processed (x 1,000)",v380666,2.2.2.4.2,533.00
1976,British Columbia,Farm value,Pears,Dollars,"Processed (x 1,000)",v380666,2.2.2.4.2,237.00
1977,British Columbia,Farm value,Pears,Dollars,"Processed (x 1,000)",v380666,2.2.2.4.2,382.00
1978,British Columbia,Farm value,Pears,Dollars,"Processed (x 1,000)",v380666,2.2.2.4.2,463.00
1979,British Columbia,Farm value,Pears,Dollars,"Processed (x 1,000)",v380666,2.2.2.4.2,587.00
1980,British Columbia,Farm value,Pears,Dollars,"Processed (x 1,000)",v380666,2.2.2.4.2,611.00
1981,British Columbia,Farm value,Pears,Dollars,"Processed (x 1,000)",v380666,2.2.2.4.2,918.00
1982,British Columbia,Farm value,Pears,Dollars,"Processed (x 1,000)",v380666,2.2.2.4.2,203.00
1983,British Columbia,Farm value,Pears,Dollars,"Processed (x 1,000)",v380666,2.2.2.4.2,-381.00
1984,British Columbia,Farm value,Pears,Dollars,"Processed (x 1,000)",v380666,2.2.2.4.2,26.00
1985,British Columbia,Farm value,Pears,Dollars,"Processed (x 1,000)",v380666,2.2.2.4.2,315.00
1986,British Columbia,Farm value,Pears,Dollars,"Processed (x 1,000)",v380666,2.2.2.4.2,-17.00
1987,British Columbia,Farm value,Pears,Dollars,"Processed (x 1,000)",v380666,2.2.2.4.2,10.00
1988,British Columbia,Farm value,Pears,Dollars,"Processed (x 1,000)",v380666,2.2.2.4.2,15.00
1989,British Columbia,Farm value,Pears,Dollars,"Processed (x 1,000)",v380666,2.2.2.4.2,0.00
1990,British Columbia,Farm value,Pears,Dollars,"Processed (x 1,000)",v380666,2.2.2.4.2,-135.00
1991,British Columbia,Farm value,Pears,Dollars,"Processed (x 1,000)",v380666,2.2.2.4.2,-53.00
1992,British Columbia,Farm value,Pears,Dollars,"Processed (x 1,000)",v380666,2.2.2.4.2,-164.00
1993,British Columbia,Farm value,Pears,Dollars,"Processed (x 1,000)",v380666,2.2.2.4.2,-191.00
1994,British Columbia,Farm value,Pears,Dollars,"Processed (x 1,000)",v380666,2.2.2.4.2,-144.00
1958,British Columbia,Farm value,Plums and prunes,Dollars,"Fresh (x 1,000)",v380674,2.2.3.4.1,293.00
1959,British Columbia,Farm value,Plums and prunes,Dollars,"Fresh (x 1,000)",v380674,2.2.3.4.1,315.00
1960,British Columbia,Farm value,Plums and prunes,Dollars,"Fresh (x 1,000)",v380674,2.2.3.4.1,3273.00
1961,British Columbia,Farm value,Plums and prunes,Dollars,"Fresh (x 1,000)",v380674,2.2.3.4.1,419.00
1962,British Columbia,Farm value,Plums and prunes,Dollars,"Fresh (x 1,000)",v380674,2.2.3.4.1,419.00
1963,British Columbia,Farm value,Plums and prunes,Dollars,"Fresh (x 1,000)",v380674,2.2.3.4.1,437.00
1964,British Columbia,Farm value,Plums and prunes,Dollars,"Fresh (x 1,000)",v380674,2.2.3.4.1,379.00
1965,British Columbia,Farm value,Plums and prunes,Dollars,"Fresh (x 1,000)",v380674,2.2.3.4.1,359.00
1966,British Columbia,Farm value,Plums and prunes,Dollars,"Fresh (x 1,000)",v380674,2.2.3.4.1,489.00
1967,British Columbia,Farm value,Plums and prunes,Dollars,"Fresh (x 1,000)",v380674,2.2.3.4.1,477.00
1968,British Columbia,Farm value,Plums and prunes,Dollars,"Fresh (x 1,000)",v380674,2.2.3.4.1,392.00
1969,British Columbia,Farm value,Plums and prunes,Dollars,"Fresh (x 1,000)",v380674,2.2.3.4.1,367.00
1970,British Columbia,Farm value,Plums and prunes,Dollars,"Fresh (x 1,000)",v380674,2.2.3.4.1,635.00
1971,British Columbia,Farm value,Plums and prunes,Dollars,"Fresh (x 1,000)",v380674,2.2.3.4.1,517.00
1972,British Columbia,Farm value,Plums and prunes,Dollars,"Fresh (x 1,000)",v380674,2.2.3.4.1,549.00
1973,British Columbia,Farm value,Plums and prunes,Dollars,"Fresh (x 1,000)",v380674,2.2.3.4.1,895.00
1974,British Columbia,Farm value,Plums and prunes,Dollars,"Fresh (x 1,000)",v380674,2.2.3.4.1,580.00
1975,British Columbia,Farm value,Plums and prunes,Dollars,"Fresh (x 1,000)",v380674,2.2.3.4.1,418.00
1976,British Columbia,Farm value,Plums and prunes,Dollars,"Fresh (x 1,000)",v380674,2.2.3.4.1,377.00
1977,British Columbia,Farm value,Plums and prunes,Dollars,"Fresh (x 1,000)",v380674,2.2.3.4.1,604.00
1978,British Columbia,Farm value,Plums and prunes,Dollars,"Fresh (x 1,000)",v380674,2.2.3.4.1,677.00
1979,British Columbia,Farm value,Plums and prunes,Dollars,"Fresh (x 1,000)",v380674,2.2.3.4.1,778.00
1980,British Columbia,Farm value,Plums and prunes,Dollars,"Fresh (x 1,000)",v380674,2.2.3.4.1,1050.00
1981,British Columbia,Farm value,Plums and prunes,Dollars,"Fresh (x 1,000)",v380674,2.2.3.4.1,818.00
1982,British Columbia,Farm value,Plums and prunes,Dollars,"Fresh (x 1,000)",v380674,2.2.3.4.1,644.00
1983,British Columbia,Farm value,Plums and prunes,Dollars,"Fresh (x 1,000)",v380674,2.2.3.4.1,340.00
1984,British Columbia,Farm value,Plums and prunes,Dollars,"Fresh (x 1,000)",v380674,2.2.3.4.1,574.00
1985,British Columbia,Farm value,Plums and prunes,Dollars,"Fresh (x 1,000)",v380674,2.2.3.4.1,728.00
1986,British Columbia,Farm value,Plums and prunes,Dollars,"Fresh (x 1,000)",v380674,2.2.3.4.1,550.00
1987,British Columbia,Farm value,Plums and prunes,Dollars,"Fresh (x 1,000)",v380674,2.2.3.4.1,625.00
1988,British Columbia,Farm value,Plums and prunes,Dollars,"Fresh (x 1,000)",v380674,2.2.3.4.1,538.00
1989,British Columbia,Farm value,Plums and prunes,Dollars,"Fresh (x 1,000)",v380674,2.2.3.4.1,602.00
1990,British Columbia,Farm value,Plums and prunes,Dollars,"Fresh (x 1,000)",v380674,2.2.3.4.1,483.00
1991,British Columbia,Farm value,Plums and prunes,Dollars,"Fresh (x 1,000)",v380674,2.2.3.4.1,373.00
1992,British Columbia,Farm value,Plums and prunes,Dollars,"Fresh (x 1,000)",v380674,2.2.3.4.1,407.00
1993,British Columbia,Farm value,Plums and prunes,Dollars,"Fresh (x 1,000)",v380674,2.2.3.4.1,346.00
1994,British Columbia,Farm value,Plums and prunes,Dollars,"Fresh (x 1,000)",v380674,2.2.3.4.1,333.00
1995,British Columbia,Farm value,Plums and prunes,Dollars,"Fresh (x 1,000)",v380674,2.2.3.4.1,0.00
1958,British Columbia,Farm value,Plums and prunes,Dollars,"Processed (x 1,000)",v380682,2.2.3.4.2,138.00
1959,British Columbia,Farm value,Plums and prunes,Dollars,"Processed (x 1,000)",v380682,2.2.3.4.2,99.00
1960,British Columbia,Farm value,Plums and prunes,Dollars,"Processed (x 1,000)",v380682,2.2.3.4.2,112.00
1961,British Columbia,Farm value,Plums and prunes,Dollars,"Processed (x 1,000)",v380682,2.2.3.4.2,161.00
1962,British Columbia,Farm value,Plums and prunes,Dollars,"Processed (x 1,000)",v380682,2.2.3.4.2,167.00
1963,British Columbia,Farm value,Plums and prunes,Dollars,"Processed (x 1,000)",v380682,2.2.3.4.2,184.00
1964,British Columbia,Farm value,Plums and prunes,Dollars,"Processed (x 1,000)",v380682,2.2.3.4.2,171.00
1965,British Columbia,Farm value,Plums and prunes,Dollars,"Processed (x 1,000)",v380682,2.2.3.4.2,48.00
1966,British Columbia,Farm value,Plums and prunes,Dollars,"Processed (x 1,000)",v380682,2.2.3.4.2,181.00
1967,British Columbia,Farm value,Plums and prunes,Dollars,"Processed (x 1,000)",v380682,2.2.3.4.2,173.00
1968,British Columbia,Farm value,Plums and prunes,Dollars,"Processed (x 1,000)",v380682,2.2.3.4.2,89.00
1969,British Columbia,Farm value,Plums and prunes,Dollars,"Processed (x 1,000)",v380682,2.2.3.4.2,53.00
1970,British Columbia,Farm value,Plums and prunes,Dollars,"Processed (x 1,000)",v380682,2.2.3.4.2,42.00
1971,British Columbia,Farm value,Plums and prunes,Dollars,"Processed (x 1,000)",v380682,2.2.3.4.2,81.00
1972,British Columbia,Farm value,Plums and prunes,Dollars,"Processed (x 1,000)",v380682,2.2.3.4.2,36.00
1973,British Columbia,Farm value,Plums and prunes,Dollars,"Processed (x 1,000)",v380682,2.2.3.4.2,185.00
1974,British Columbia,Farm value,Plums and prunes,Dollars,"Processed (x 1,000)",v380682,2.2.3.4.2,108.00
1975,British Columbia,Farm value,Plums and prunes,Dollars,"Processed (x 1,000)",v380682,2.2.3.4.2,112.00
1976,British Columbia,Farm value,Plums and prunes,Dollars,"Processed (x 1,000)",v380682,2.2.3.4.2,55.00
1977,British Columbia,Farm value,Plums and prunes,Dollars,"Processed (x 1,000)",v380682,2.2.3.4.2,86.00
1978,British Columbia,Farm value,Plums and prunes,Dollars,"Processed (x 1,000)",v380682,2.2.3.4.2,143.00
1979,British Columbia,Farm value,Plums and prunes,Dollars,"Processed (x 1,000)",v380682,2.2.3.4.2,181.00
1980,British Columbia,Farm value,Plums and prunes,Dollars,"Processed (x 1,000)",v380682,2.2.3.4.2,109.00
1981,British Columbia,Farm value,Plums and prunes,Dollars,"Processed (x 1,000)",v380682,2.2.3.4.2,147.00
1982,British Columbia,Farm value,Plums and prunes,Dollars,"Processed (x 1,000)",v380682,2.2.3.4.2,90.00
1983,British Columbia,Farm value,Plums and prunes,Dollars,"Processed (x 1,000)",v380682,2.2.3.4.2,17.00
1984,British Columbia,Farm value,Plums and prunes,Dollars,"Processed (x 1,000)",v380682,2.2.3.4.2,33.00
1985,British Columbia,Farm value,Plums and prunes,Dollars,"Processed (x 1,000)",v380682,2.2.3.4.2,65.00
1986,British Columbia,Farm value,Plums and prunes,Dollars,"Processed (x 1,000)",v380682,2.2.3.4.2,1.00
1987,British Columbia,Farm value,Plums and prunes,Dollars,"Processed (x 1,000)",v380682,2.2.3.4.2,2.00
1988,British Columbia,Farm value,Plums and prunes,Dollars,"Processed (x 1,000)",v380682,2.2.3.4.2,0.00
1989,British Columbia,Farm value,Plums and prunes,Dollars,"Processed (x 1,000)",v380682,2.2.3.4.2,36.00
1990,British Columbia,Farm value,Plums and prunes,Dollars,"Processed (x 1,000)",v380682,2.2.3.4.2,3.00
1991,British Columbia,Farm value,Plums and prunes,Dollars,"Processed (x 1,000)",v380682,2.2.3.4.2,2.00
1992,British Columbia,Farm value,Plums and prunes,Dollars,"Processed (x 1,000)",v380682,2.2.3.4.2,5.00
1993,British Columbia,Farm value,Plums and prunes,Dollars,"Processed (x 1,000)",v380682,2.2.3.4.2,15.00
1994,British Columbia,Farm value,Plums and prunes,Dollars,"Processed (x 1,000)",v380682,2.2.3.4.2,23.00
1958,British Columbia,Farm value,Grapes,Dollars,"Fresh (x 1,000)",v380626,2.2.4.4.1,83.00
1959,British Columbia,Farm value,Grapes,Dollars,"Fresh (x 1,000)",v380626,2.2.4.4.1,97.00
1960,British Columbia,Farm value,Grapes,Dollars,"Fresh (x 1,000)",v380626,2.2.4.4.1,34.00
1961,British Columbia,Farm value,Grapes,Dollars,"Fresh (x 1,000)",v380626,2.2.4.4.1,122.00
1962,British Columbia,Farm value,Grapes,Dollars,"Fresh (x 1,000)",v380626,2.2.4.4.1,113.00
1963,British Columbia,Farm value,Grapes,Dollars,"Fresh (x 1,000)",v380626,2.2.4.4.1,28.00
1964,British Columbia,Farm value,Grapes,Dollars,"Fresh (x 1,000)",v380626,2.2.4.4.1,58.00
1965,British Columbia,Farm value,Grapes,Dollars,"Fresh (x 1,000)",v380626,2.2.4.4.1,9.00
1966,British Columbia,Farm value,Grapes,Dollars,"Fresh (x 1,000)",v380626,2.2.4.4.1,64.00
1967,British Columbia,Farm value,Grapes,Dollars,"Fresh (x 1,000)",v380626,2.2.4.4.1,103.00
1968,British Columbia,Farm value,Grapes,Dollars,"Fresh (x 1,000)",v380626,2.2.4.4.1,122.00
1969,British Columbia,Farm value,Grapes,Dollars,"Fresh (x 1,000)",v380626,2.2.4.4.1,27.00
1970,British Columbia,Farm value,Grapes,Dollars,"Fresh (x 1,000)",v380626,2.2.4.4.1,123.00
1971,British Columbia,Farm value,Grapes,Dollars,"Fresh (x 1,000)",v380626,2.2.4.4.1,148.00
1972,British Columbia,Farm value,Grapes,Dollars,"Fresh (x 1,000)",v380626,2.2.4.4.1,168.00
1973,British Columbia,Farm value,Grapes,Dollars,"Fresh (x 1,000)",v380626,2.2.4.4.1,231.00
1974,British Columbia,Farm value,Grapes,Dollars,"Fresh (x 1,000)",v380626,2.2.4.4.1,296.00
1975,British Columbia,Farm value,Grapes,Dollars,"Fresh (x 1,000)",v380626,2.2.4.4.1,375.00
1976,British Columbia,Farm value,Grapes,Dollars,"Fresh (x 1,000)",v380626,2.2.4.4.1,315.00
1977,British Columbia,Farm value,Grapes,Dollars,"Fresh (x 1,000)",v380626,2.2.4.4.1,595.00
1978,British Columbia,Farm value,Grapes,Dollars,"Fresh (x 1,000)",v380626,2.2.4.4.1,468.00
1979,British Columbia,Farm value,Grapes,Dollars,"Fresh (x 1,000)",v380626,2.2.4.4.1,593.00
1980,British Columbia,Farm value,Grapes,Dollars,"Fresh (x 1,000)",v380626,2.2.4.4.1,552.00
1981,British Columbia,Farm value,Grapes,Dollars,"Fresh (x 1,000)",v380626,2.2.4.4.1,444.00
1982,British Columbia,Farm value,Grapes,Dollars,"Fresh (x 1,000)",v380626,2.2.4.4.1,541.00
1983,British Columbia,Farm value,Grapes,Dollars,"Fresh (x 1,000)",v380626,2.2.4.4.1,425.00
1984,British Columbia,Farm value,Grapes,Dollars,"Fresh (x 1,000)",v380626,2.2.4.4.1,270.00
1985,British Columbia,Farm value,Grapes,Dollars,"Fresh (x 1,000)",v380626,2.2.4.4.1,342.00
1986,British Columbia,Farm value,Grapes,Dollars,"Fresh (x 1,000)",v380626,2.2.4.4.1,229.00
1987,British Columbia,Farm value,Grapes,Dollars,"Fresh (x 1,000)",v380626,2.2.4.4.1,304.00
1988,British Columbia,Farm value,Grapes,Dollars,"Fresh (x 1,000)",v380626,2.2.4.4.1,372.00
1989,British Columbia,Farm value,Grapes,Dollars,"Fresh (x 1,000)",v380626,2.2.4.4.1,222.00
1990,British Columbia,Farm value,Grapes,Dollars,"Fresh (x 1,000)",v380626,2.2.4.4.1,277.00
1991,British Columbia,Farm value,Grapes,Dollars,"Fresh (x 1,000)",v380626,2.2.4.4.1,281.00
1992,British Columbia,Farm value,Grapes,Dollars,"Fresh (x 1,000)",v380626,2.2.4.4.1,511.00
1993,British Columbia,Farm value,Grapes,Dollars,"Fresh (x 1,000)",v380626,2.2.4.4.1,628.00
1994,British Columbia,Farm value,Grapes,Dollars,"Fresh (x 1,000)",v380626,2.2.4.4.1,626.00
1995,British Columbia,Farm value,Grapes,Dollars,"Fresh (x 1,000)",v380626,2.2.4.4.1,0.00
1958,British Columbia,Farm value,Grapes,Dollars,"Processed (x 1,000)",v380634,2.2.4.4.2,86.00
1959,British Columbia,Farm value,Grapes,Dollars,"Processed (x 1,000)",v380634,2.2.4.4.2,92.00
1960,British Columbia,Farm value,Grapes,Dollars,"Processed (x 1,000)",v380634,2.2.4.4.2,50.00
1961,British Columbia,Farm value,Grapes,Dollars,"Processed (x 1,000)",v380634,2.2.4.4.2,143.00
1962,British Columbia,Farm value,Grapes,Dollars,"Processed (x 1,000)",v380634,2.2.4.4.2,132.00
1963,British Columbia,Farm value,Grapes,Dollars,"Processed (x 1,000)",v380634,2.2.4.4.2,229.00
1964,British Columbia,Farm value,Grapes,Dollars,"Processed (x 1,000)",v380634,2.2.4.4.2,318.00
1965,British Columbia,Farm value,Grapes,Dollars,"Processed (x 1,000)",v380634,2.2.4.4.2,20.00
1966,British Columbia,Farm value,Grapes,Dollars,"Processed (x 1,000)",v380634,2.2.4.4.2,336.00
1967,British Columbia,Farm value,Grapes,Dollars,"Processed (x 1,000)",v380634,2.2.4.4.2,427.00
1968,British Columbia,Farm value,Grapes,Dollars,"Processed (x 1,000)",v380634,2.2.4.4.2,721.00
1969,British Columbia,Farm value,Grapes,Dollars,"Processed (x 1,000)",v380634,2.2.4.4.2,220.00
1970,British Columbia,Farm value,Grapes,Dollars,"Processed (x 1,000)",v380634,2.2.4.4.2,1364.00
1971,British Columbia,Farm value,Grapes,Dollars,"Processed (x 1,000)",v380634,2.2.4.4.2,1428.00
1972,British Columbia,Farm value,Grapes,Dollars,"Processed (x 1,000)",v380634,2.2.4.4.2,1882.00
1973,British Columbia,Farm value,Grapes,Dollars,"Processed (x 1,000)",v380634,2.2.4.4.2,1215.00
1974,British Columbia,Farm value,Grapes,Dollars,"Processed (x 1,000)",v380634,2.2.4.4.2,3087.00
1975,British Columbia,Farm value,Grapes,Dollars,"Processed (x 1,000)",v380634,2.2.4.4.2,3587.00
1976,British Columbia,Farm value,Grapes,Dollars,"Processed (x 1,000)",v380634,2.2.4.4.2,3425.00
1977,British Columbia,Farm value,Grapes,Dollars,"Processed (x 1,000)",v380634,2.2.4.4.2,3270.00
1978,British Columbia,Farm value,Grapes,Dollars,"Processed (x 1,000)",v380634,2.2.4.4.2,5947.00
1979,British Columbia,Farm value,Grapes,Dollars,"Processed (x 1,000)",v380634,2.2.4.4.2,3726.00
1980,British Columbia,Farm value,Grapes,Dollars,"Processed (x 1,000)",v380634,2.2.4.4.2,5823.00
1981,British Columbia,Farm value,Grapes,Dollars,"Processed (x 1,000)",v380634,2.2.4.4.2,5364.00
1982,British Columbia,Farm value,Grapes,Dollars,"Processed (x 1,000)",v380634,2.2.4.4.2,8886.00
1983,British Columbia,Farm value,Grapes,Dollars,"Processed (x 1,000)",v380634,2.2.4.4.2,8089.00
1984,British Columbia,Farm value,Grapes,Dollars,"Processed (x 1,000)",v380634,2.2.4.4.2,8200.00
1985,British Columbia,Farm value,Grapes,Dollars,"Processed (x 1,000)",v380634,2.2.4.4.2,8700.00
1986,British Columbia,Farm value,Grapes,Dollars,"Processed (x 1,000)",v380634,2.2.4.4.2,7425.00
1987,British Columbia,Farm value,Grapes,Dollars,"Processed (x 1,000)",v380634,2.2.4.4.2,10351.00
1988,British Columbia,Farm value,Grapes,Dollars,"Processed (x 1,000)",v380634,2.2.4.4.2,12589.00
1989,British Columbia,Farm value,Grapes,Dollars,"Processed (x 1,000)",v380634,2.2.4.4.2,3455.00
1990,British Columbia,Farm value,Grapes,Dollars,"Processed (x 1,000)",v380634,2.2.4.4.2,4390.00
1991,British Columbia,Farm value,Grapes,Dollars,"Processed (x 1,000)",v380634,2.2.4.4.2,3598.00
1992,British Columbia,Farm value,Grapes,Dollars,"Processed (x 1,000)",v380634,2.2.4.4.2,4731.00
1993,British Columbia,Farm value,Grapes,Dollars,"Processed (x 1,000)",v380634,2.2.4.4.2,8262.00
1994,British Columbia,Farm value,Grapes,Dollars,"Processed (x 1,000)",v380634,2.2.4.4.2,5910.00
1958,British Columbia,Average price per ton,Peaches,Dollars,Fresh,v380644,2.3.1.4.1,77.34
1959,British Columbia,Average price per ton,Peaches,Dollars,Fresh,v380644,2.3.1.4.1,82.45
1960,British Columbia,Average price per ton,Peaches,Dollars,Fresh,v380644,2.3.1.4.1,80.53
1961,British Columbia,Average price per ton,Peaches,Dollars,Fresh,v380644,2.3.1.4.1,90.45
1962,British Columbia,Average price per ton,Peaches,Dollars,Fresh,v380644,2.3.1.4.1,80.63
1963,British Columbia,Average price per ton,Peaches,Dollars,Fresh,v380644,2.3.1.4.1,113.15
1964,British Columbia,Average price per ton,Peaches,Dollars,Fresh,v380644,2.3.1.4.1,80.65
1965,British Columbia,Average price per ton,Peaches,Dollars,Fresh,v380644,2.3.1.4.1,0.00
1966,British Columbia,Average price per ton,Peaches,Dollars,Fresh,v380644,2.3.1.4.1,140.96
1967,British Columbia,Average price per ton,Peaches,Dollars,Fresh,v380644,2.3.1.4.1,135.21
1968,British Columbia,Average price per ton,Peaches,Dollars,Fresh,v380644,2.3.1.4.1,179.02
1969,British Columbia,Average price per ton,Peaches,Dollars,Fresh,v380644,2.3.1.4.1,0.00
1970,British Columbia,Average price per ton,Peaches,Dollars,Fresh,v380644,2.3.1.4.1,194.73
1971,British Columbia,Average price per ton,Peaches,Dollars,Fresh,v380644,2.3.1.4.1,187.55
1972,British Columbia,Average price per ton,Peaches,Dollars,Fresh,v380644,2.3.1.4.1,220.22
1973,British Columbia,Average price per ton,Peaches,Dollars,Fresh,v380644,2.3.1.4.1,271.36
1974,British Columbia,Average price per ton,Peaches,Dollars,Fresh,v380644,2.3.1.4.1,277.07
1975,British Columbia,Average price per ton,Peaches,Dollars,Fresh,v380644,2.3.1.4.1,288.29
1976,British Columbia,Average price per ton,Peaches,Dollars,Fresh,v380644,2.3.1.4.1,287.44
1977,British Columbia,Average price per ton,Peaches,Dollars,Fresh,v380644,2.3.1.4.1,289.59
1978,British Columbia,Average price per ton,Peaches,Dollars,Fresh,v380644,2.3.1.4.1,373.42
1979,British Columbia,Average price per ton,Peaches,Dollars,Fresh,v380644,2.3.1.4.1,423.44
1980,British Columbia,Average price per ton,Peaches,Dollars,Fresh,v380644,2.3.1.4.1,448.82
1981,British Columbia,Average price per ton,Peaches,Dollars,Fresh,v380644,2.3.1.4.1,460.56
1958,British Columbia,Average price per ton,Peaches,Dollars,Processed,v380652,2.3.1.4.2,75.89
1959,British Columbia,Average price per ton,Peaches,Dollars,Processed,v380652,2.3.1.4.2,73.97
1960,British Columbia,Average price per ton,Peaches,Dollars,Processed,v380652,2.3.1.4.2,74.07
1961,British Columbia,Average price per ton,Peaches,Dollars,Processed,v380652,2.3.1.4.2,74.03
