Ref_Date,GEO,PRODUCTION,FRUIT,UOFM,PROCESS,Vector,Coordinate,Value
1972,British Columbia,Farm value,Blueberries,Dollars,"Fresh (x 1,000)",v380567,7.2.3.3.2,548.00
1973,British Columbia,Farm value,Blueberries,Dollars,"Fresh (x 1,000)",v380567,7.2.3.3.2,192.00
1974,British Columbia,Farm value,Blueberries,Dollars,"Fresh (x 1,000)",v380567,7.2.3.3.2,364.00
1975,British Columbia,Farm value,Blueberries,Dollars,"Fresh (x 1,000)",v380567,7.2.3.3.2,512.00
1976,British Columbia,Farm value,Blueberries,Dollars,"Fresh (x 1,000)",v380567,7.2.3.3.2,741.00
1977,British Columbia,Farm value,Blueberries,Dollars,"Fresh (x 1,000)",v380567,7.2.3.3.2,1170.00
1978,British Columbia,Farm value,Blueberries,Dollars,"Fresh (x 1,000)",v380567,7.2.3.3.2,994.00
1979,British Columbia,Farm value,Blueberries,Dollars,"Fresh (x 1,000)",v380567,7.2.3.3.2,825.00
1980,British Columbia,Farm value,Blueberries,Dollars,"Fresh (x 1,000)",v380567,7.2.3.3.2,1026.00
1981,British Columbia,Farm value,Blueberries,Dollars,"Fresh (x 1,000)",v380567,7.2.3.3.2,1069.00
1982,British Columbia,Farm value,Blueberries,Dollars,"Fresh (x 1,000)",v380567,7.2.3.3.2,1159.00
1983,British Columbia,Farm value,Blueberries,Dollars,"Fresh (x 1,000)",v380567,7.2.3.3.2,1163.00
1984,British Columbia,Farm value,Blueberries,Dollars,"Fresh (x 1,000)",v380567,7.2.3.3.2,1622.00
1985,British Columbia,Farm value,Blueberries,Dollars,"Fresh (x 1,000)",v380567,7.2.3.3.2,4070.00
1986,British Columbia,Farm value,Blueberries,Dollars,"Fresh (x 1,000)",v380567,7.2.3.3.2,3000.00
1987,British Columbia,Farm value,Blueberries,Dollars,"Fresh (x 1,000)",v380567,7.2.3.3.2,3808.00
1988,British Columbia,Farm value,Blueberries,Dollars,"Fresh (x 1,000)",v380567,7.2.3.3.2,4220.00
1989,British Columbia,Farm value,Blueberries,Dollars,"Fresh (x 1,000)",v380567,7.2.3.3.2,4651.00
1990,British Columbia,Farm value,Blueberries,Dollars,"Fresh (x 1,000)",v380567,7.2.3.3.2,4183.00
1991,British Columbia,Farm value,Blueberries,Dollars,"Fresh (x 1,000)",v380567,7.2.3.3.2,5690.00
1992,British Columbia,Farm value,Blueberries,Dollars,"Fresh (x 1,000)",v380567,7.2.3.3.2,6359.00
1993,British Columbia,Farm value,Blueberries,Dollars,"Fresh (x 1,000)",v380567,7.2.3.3.2,3462.00
1994,British Columbia,Farm value,Blueberries,Dollars,"Fresh (x 1,000)",v380567,7.2.3.3.2,7214.00
1958,British Columbia,Farm value,Blueberries,Dollars,"Processed (x 1,000)",v380571,7.2.3.3.3,284.00
1959,British Columbia,Farm value,Blueberries,Dollars,"Processed (x 1,000)",v380571,7.2.3.3.3,262.00
1960,British Columbia,Farm value,Blueberries,Dollars,"Processed (x 1,000)",v380571,7.2.3.3.3,256.00
1961,British Columbia,Farm value,Blueberries,Dollars,"Processed (x 1,000)",v380571,7.2.3.3.3,161.00
1962,British Columbia,Farm value,Blueberries,Dollars,"Processed (x 1,000)",v380571,7.2.3.3.3,162.00
1963,British Columbia,Farm value,Blueberries,Dollars,"Processed (x 1,000)",v380571,7.2.3.3.3,383.00
1964,British Columbia,Farm value,Blueberries,Dollars,"Processed (x 1,000)",v380571,7.2.3.3.3,449.00
1965,British Columbia,Farm value,Blueberries,Dollars,"Processed (x 1,000)",v380571,7.2.3.3.3,569.00
1966,British Columbia,Farm value,Blueberries,Dollars,"Processed (x 1,000)",v380571,7.2.3.3.3,739.00
1967,British Columbia,Farm value,Blueberries,Dollars,"Processed (x 1,000)",v380571,7.2.3.3.3,824.00
1968,British Columbia,Farm value,Blueberries,Dollars,"Processed (x 1,000)",v380571,7.2.3.3.3,729.00
1969,British Columbia,Farm value,Blueberries,Dollars,"Processed (x 1,000)",v380571,7.2.3.3.3,469.00
1970,British Columbia,Farm value,Blueberries,Dollars,"Processed (x 1,000)",v380571,7.2.3.3.3,765.00
1971,British Columbia,Farm value,Blueberries,Dollars,"Processed (x 1,000)",v380571,7.2.3.3.3,638.00
1972,British Columbia,Farm value,Blueberries,Dollars,"Processed (x 1,000)",v380571,7.2.3.3.3,849.00
1973,British Columbia,Farm value,Blueberries,Dollars,"Processed (x 1,000)",v380571,7.2.3.3.3,1825.00
1974,British Columbia,Farm value,Blueberries,Dollars,"Processed (x 1,000)",v380571,7.2.3.3.3,550.00
1975,British Columbia,Farm value,Blueberries,Dollars,"Processed (x 1,000)",v380571,7.2.3.3.3,985.00
1976,British Columbia,Farm value,Blueberries,Dollars,"Processed (x 1,000)",v380571,7.2.3.3.3,2075.00
1977,British Columbia,Farm value,Blueberries,Dollars,"Processed (x 1,000)",v380571,7.2.3.3.3,4295.00
1978,British Columbia,Farm value,Blueberries,Dollars,"Processed (x 1,000)",v380571,7.2.3.3.3,4272.00
1979,British Columbia,Farm value,Blueberries,Dollars,"Processed (x 1,000)",v380571,7.2.3.3.3,3461.00
1980,British Columbia,Farm value,Blueberries,Dollars,"Processed (x 1,000)",v380571,7.2.3.3.3,3680.00
1981,British Columbia,Farm value,Blueberries,Dollars,"Processed (x 1,000)",v380571,7.2.3.3.3,2750.00
1982,British Columbia,Farm value,Blueberries,Dollars,"Processed (x 1,000)",v380571,7.2.3.3.3,9038.00
1983,British Columbia,Farm value,Blueberries,Dollars,"Processed (x 1,000)",v380571,7.2.3.3.3,6486.00
1984,British Columbia,Farm value,Blueberries,Dollars,"Processed (x 1,000)",v380571,7.2.3.3.3,3254.00
1985,British Columbia,Farm value,Blueberries,Dollars,"Processed (x 1,000)",v380571,7.2.3.3.3,6592.00
1986,British Columbia,Farm value,Blueberries,Dollars,"Processed (x 1,000)",v380571,7.2.3.3.3,4149.00
1987,British Columbia,Farm value,Blueberries,Dollars,"Processed (x 1,000)",v380571,7.2.3.3.3,8113.00
1988,British Columbia,Farm value,Blueberries,Dollars,"Processed (x 1,000)",v380571,7.2.3.3.3,10073.00
1989,British Columbia,Farm value,Blueberries,Dollars,"Processed (x 1,000)",v380571,7.2.3.3.3,7150.00
1990,British Columbia,Farm value,Blueberries,Dollars,"Processed (x 1,000)",v380571,7.2.3.3.3,5640.00
1991,British Columbia,Farm value,Blueberries,Dollars,"Processed (x 1,000)",v380571,7.2.3.3.3,4278.00
1992,British Columbia,Farm value,Blueberries,Dollars,"Processed (x 1,000)",v380571,7.2.3.3.3,17103.00
1993,British Columbia,Farm value,Blueberries,Dollars,"Processed (x 1,000)",v380571,7.2.3.3.3,5362.00
1994,British Columbia,Farm value,Blueberries,Dollars,"Processed (x 1,000)",v380571,7.2.3.3.3,9110.00
1926,British Columbia,Average price per pound,Loganberries,Dollars,Fresh and processed,v74417,7.3.1.3.1,0.07
1927,British Columbia,Average price per pound,Loganberries,Dollars,Fresh and processed,v74417,7.3.1.3.1,0.07
1928,British Columbia,Average price per pound,Loganberries,Dollars,Fresh and processed,v74417,7.3.1.3.1,0.08
1929,British Columbia,Average price per pound,Loganberries,Dollars,Fresh and processed,v74417,7.3.1.3.1,0.08
1930,British Columbia,Average price per pound,Loganberries,Dollars,Fresh and processed,v74417,7.3.1.3.1,0.09
1931,British Columbia,Average price per pound,Loganberries,Dollars,Fresh and processed,v74417,7.3.1.3.1,0.05
1932,British Columbia,Average price per pound,Loganberries,Dollars,Fresh and processed,v74417,7.3.1.3.1,0.04
1933,British Columbia,Average price per pound,Loganberries,Dollars,Fresh and processed,v74417,7.3.1.3.1,0.04
1934,British Columbia,Average price per pound,Loganberries,Dollars,Fresh and processed,v74417,7.3.1.3.1,0.05
1935,British Columbia,Average price per pound,Loganberries,Dollars,Fresh and processed,v74417,7.3.1.3.1,0.05
1936,British Columbia,Average price per pound,Loganberries,Dollars,Fresh and processed,v74417,7.3.1.3.1,0.05
1937,British Columbia,Average price per pound,Loganberries,Dollars,Fresh and processed,v74417,7.3.1.3.1,0.06
1938,British Columbia,Average price per pound,Loganberries,Dollars,Fresh and processed,v74417,7.3.1.3.1,0.06
1939,British Columbia,Average price per pound,Loganberries,Dollars,Fresh and processed,v74417,7.3.1.3.1,0.04
1940,British Columbia,Average price per pound,Loganberries,Dollars,Fresh and processed,v74417,7.3.1.3.1,0.04
1941,British Columbia,Average price per pound,Loganberries,Dollars,Fresh and processed,v74417,7.3.1.3.1,0.06
1942,British Columbia,Average price per pound,Loganberries,Dollars,Fresh and processed,v74417,7.3.1.3.1,0.08
1943,British Columbia,Average price per pound,Loganberries,Dollars,Fresh and processed,v74417,7.3.1.3.1,0.12
1944,British Columbia,Average price per pound,Loganberries,Dollars,Fresh and processed,v74417,7.3.1.3.1,0.12
1945,British Columbia,Average price per pound,Loganberries,Dollars,Fresh and processed,v74417,7.3.1.3.1,0.10
1946,British Columbia,Average price per pound,Loganberries,Dollars,Fresh and processed,v74417,7.3.1.3.1,0.12
1947,British Columbia,Average price per pound,Loganberries,Dollars,Fresh and processed,v74417,7.3.1.3.1,0.14
1948,British Columbia,Average price per pound,Loganberries,Dollars,Fresh and processed,v74417,7.3.1.3.1,0.14
1949,British Columbia,Average price per pound,Loganberries,Dollars,Fresh and processed,v74417,7.3.1.3.1,0.13
1950,British Columbia,Average price per pound,Loganberries,Dollars,Fresh and processed,v74417,7.3.1.3.1,0.14
1951,British Columbia,Average price per pound,Loganberries,Dollars,Fresh and processed,v74417,7.3.1.3.1,0.17
1952,British Columbia,Average price per pound,Loganberries,Dollars,Fresh and processed,v74417,7.3.1.3.1,0.13
1953,British Columbia,Average price per pound,Loganberries,Dollars,Fresh and processed,v74417,7.3.1.3.1,0.12
1954,British Columbia,Average price per pound,Loganberries,Dollars,Fresh and processed,v74417,7.3.1.3.1,0.15
1955,British Columbia,Average price per pound,Loganberries,Dollars,Fresh and processed,v74417,7.3.1.3.1,0.14
1956,British Columbia,Average price per pound,Loganberries,Dollars,Fresh and processed,v74417,7.3.1.3.1,0.19
1957,British Columbia,Average price per pound,Loganberries,Dollars,Fresh and processed,v74417,7.3.1.3.1,0.15
1958,British Columbia,Average price per pound,Loganberries,Dollars,Fresh and processed,v74417,7.3.1.3.1,0.15
1959,British Columbia,Average price per pound,Loganberries,Dollars,Fresh and processed,v74417,7.3.1.3.1,0.15
1960,British Columbia,Average price per pound,Loganberries,Dollars,Fresh and processed,v74417,7.3.1.3.1,0.15
1961,British Columbia,Average price per pound,Loganberries,Dollars,Fresh and processed,v74417,7.3.1.3.1,0.14
1962,British Columbia,Average price per pound,Loganberries,Dollars,Fresh and processed,v74417,7.3.1.3.1,0.13
1963,British Columbia,Average price per pound,Loganberries,Dollars,Fresh and processed,v74417,7.3.1.3.1,0.16
1964,British Columbia,Average price per pound,Loganberries,Dollars,Fresh and processed,v74417,7.3.1.3.1,0.16
1965,British Columbia,Average price per pound,Loganberries,Dollars,Fresh and processed,v74417,7.3.1.3.1,0.17
1966,British Columbia,Average price per pound,Loganberries,Dollars,Fresh and processed,v74417,7.3.1.3.1,0.18
1967,British Columbia,Average price per pound,Loganberries,Dollars,Fresh and processed,v74417,7.3.1.3.1,0.16
1968,British Columbia,Average price per pound,Loganberries,Dollars,Fresh and processed,v74417,7.3.1.3.1,0.17
1969,British Columbia,Average price per pound,Loganberries,Dollars,Fresh and processed,v74417,7.3.1.3.1,0.19
1970,British Columbia,Average price per pound,Loganberries,Dollars,Fresh and processed,v74417,7.3.1.3.1,0.20
1971,British Columbia,Average price per pound,Loganberries,Dollars,Fresh and processed,v74417,7.3.1.3.1,0.22
1972,British Columbia,Average price per pound,Loganberries,Dollars,Fresh and processed,v74417,7.3.1.3.1,0.24
1973,British Columbia,Average price per pound,Loganberries,Dollars,Fresh and processed,v74417,7.3.1.3.1,0.27
1974,British Columbia,Average price per pound,Loganberries,Dollars,Fresh and processed,v74417,7.3.1.3.1,0.34
1975,British Columbia,Average price per pound,Loganberries,Dollars,Fresh and processed,v74417,7.3.1.3.1,0.34
1976,British Columbia,Average price per pound,Loganberries,Dollars,Fresh and processed,v74417,7.3.1.3.1,0.38
1977,British Columbia,Average price per pound,Loganberries,Dollars,Fresh and processed,v74417,7.3.1.3.1,0.51
1978,British Columbia,Average price per pound,Loganberries,Dollars,Fresh and processed,v74417,7.3.1.3.1,0.49
1979,British Columbia,Average price per pound,Loganberries,Dollars,Fresh and processed,v74417,7.3.1.3.1,0.65
1980,British Columbia,Average price per pound,Loganberries,Dollars,Fresh and processed,v74417,7.3.1.3.1,0.90
1981,British Columbia,Average price per pound,Loganberries,Dollars,Fresh and processed,v74417,7.3.1.3.1,0.91
1926,British Columbia,Average price per pound,Cranberries,Dollars,Fresh and processed,v74640,7.3.2.3.1,0.00
1927,British Columbia,Average price per pound,Cranberries,Dollars,Fresh and processed,v74640,7.3.2.3.1,0.00
1928,British Columbia,Average price per pound,Cranberries,Dollars,Fresh and processed,v74640,7.3.2.3.1,0.00
1929,British Columbia,Average price per pound,Cranberries,Dollars,Fresh and processed,v74640,7.3.2.3.1,0.00
1930,British Columbia,Average price per pound,Cranberries,Dollars,Fresh and processed,v74640,7.3.2.3.1,0.00
1931,British Columbia,Average price per pound,Cranberries,Dollars,Fresh and processed,v74640,7.3.2.3.1,0.00
1932,British Columbia,Average price per pound,Cranberries,Dollars,Fresh and processed,v74640,7.3.2.3.1,0.00
1933,British Columbia,Average price per pound,Cranberries,Dollars,Fresh and processed,v74640,7.3.2.3.1,0.00
1934,British Columbia,Average price per pound,Cranberries,Dollars,Fresh and processed,v74640,7.3.2.3.1,0.00
1935,British Columbia,Average price per pound,Cranberries,Dollars,Fresh and processed,v74640,7.3.2.3.1,0.00
1936,British Columbia,Average price per pound,Cranberries,Dollars,Fresh and processed,v74640,7.3.2.3.1,0.00
1937,British Columbia,Average price per pound,Cranberries,Dollars,Fresh and processed,v74640,7.3.2.3.1,0.00
1938,British Columbia,Average price per pound,Cranberries,Dollars,Fresh and processed,v74640,7.3.2.3.1,0.00
1939,British Columbia,Average price per pound,Cranberries,Dollars,Fresh and processed,v74640,7.3.2.3.1,0.00
1940,British Columbia,Average price per pound,Cranberries,Dollars,Fresh and processed,v74640,7.3.2.3.1,0.00
1941,British Columbia,Average price per pound,Cranberries,Dollars,Fresh and processed,v74640,7.3.2.3.1,0.00
1942,British Columbia,Average price per pound,Cranberries,Dollars,Fresh and processed,v74640,7.3.2.3.1,0.00
1943,British Columbia,Average price per pound,Cranberries,Dollars,Fresh and processed,v74640,7.3.2.3.1,0.00
1944,British Columbia,Average price per pound,Cranberries,Dollars,Fresh and processed,v74640,7.3.2.3.1,0.00
1945,British Columbia,Average price per pound,Cranberries,Dollars,Fresh and processed,v74640,7.3.2.3.1,0.00
1946,British Columbia,Average price per pound,Cranberries,Dollars,Fresh and processed,v74640,7.3.2.3.1,0.00
1947,British Columbia,Average price per pound,Cranberries,Dollars,Fresh and processed,v74640,7.3.2.3.1,0.00
1948,British Columbia,Average price per pound,Cranberries,Dollars,Fresh and processed,v74640,7.3.2.3.1,0.00
1949,British Columbia,Average price per pound,Cranberries,Dollars,Fresh and processed,v74640,7.3.2.3.1,0.00
1950,British Columbia,Average price per pound,Cranberries,Dollars,Fresh and processed,v74640,7.3.2.3.1,0.00
1951,British Columbia,Average price per pound,Cranberries,Dollars,Fresh and processed,v74640,7.3.2.3.1,0.00
1952,British Columbia,Average price per pound,Cranberries,Dollars,Fresh and processed,v74640,7.3.2.3.1,0.14
1953,British Columbia,Average price per pound,Cranberries,Dollars,Fresh and processed,v74640,7.3.2.3.1,0.00
1954,British Columbia,Average price per pound,Cranberries,Dollars,Fresh and processed,v74640,7.3.2.3.1,0.14
1955,British Columbia,Average price per pound,Cranberries,Dollars,Fresh and processed,v74640,7.3.2.3.1,0.13
1956,British Columbia,Average price per pound,Cranberries,Dollars,Fresh and processed,v74640,7.3.2.3.1,0.22
1957,British Columbia,Average price per pound,Cranberries,Dollars,Fresh and processed,v74640,7.3.2.3.1,0.15
1958,British Columbia,Average price per pound,Cranberries,Dollars,Fresh and processed,v74640,7.3.2.3.1,0.13
1959,British Columbia,Average price per pound,Cranberries,Dollars,Fresh and processed,v74640,7.3.2.3.1,0.19
1960,British Columbia,Average price per pound,Cranberries,Dollars,Fresh and processed,v74640,7.3.2.3.1,0.18
1961,British Columbia,Average price per pound,Cranberries,Dollars,Fresh and processed,v74640,7.3.2.3.1,0.18
1962,British Columbia,Average price per pound,Cranberries,Dollars,Fresh and processed,v74640,7.3.2.3.1,0.18
1963,British Columbia,Average price per pound,Cranberries,Dollars,Fresh and processed,v74640,7.3.2.3.1,0.17
1964,British Columbia,Average price per pound,Cranberries,Dollars,Fresh and processed,v74640,7.3.2.3.1,0.17
1965,British Columbia,Average price per pound,Cranberries,Dollars,Fresh and processed,v74640,7.3.2.3.1,0.16
1966,British Columbia,Average price per pound,Cranberries,Dollars,Fresh and processed,v74640,7.3.2.3.1,0.16
1967,British Columbia,Average price per pound,Cranberries,Dollars,Fresh and processed,v74640,7.3.2.3.1,0.16
1968,British Columbia,Average price per pound,Cranberries,Dollars,Fresh and processed,v74640,7.3.2.3.1,0.16
1969,British Columbia,Average price per pound,Cranberries,Dollars,Fresh and processed,v74640,7.3.2.3.1,0.16
1970,British Columbia,Average price per pound,Cranberries,Dollars,Fresh and processed,v74640,7.3.2.3.1,0.12
1971,British Columbia,Average price per pound,Cranberries,Dollars,Fresh and processed,v74640,7.3.2.3.1,0.09
1972,British Columbia,Average price per pound,Cranberries,Dollars,Fresh and processed,v74640,7.3.2.3.1,0.12
1973,British Columbia,Average price per pound,Cranberries,Dollars,Fresh and processed,v74640,7.3.2.3.1,0.13
1974,British Columbia,Average price per pound,Cranberries,Dollars,Fresh and processed,v74640,7.3.2.3.1,0.11
1975,British Columbia,Average price per pound,Cranberries,Dollars,Fresh and processed,v74640,7.3.2.3.1,0.12
1976,British Columbia,Average price per pound,Cranberries,Dollars,Fresh and processed,v74640,7.3.2.3.1,0.16
1977,British Columbia,Average price per pound,Cranberries,Dollars,Fresh and processed,v74640,7.3.2.3.1,0.22
1978,British Columbia,Average price per pound,Cranberries,Dollars,Fresh and processed,v74640,7.3.2.3.1,0.22
1979,British Columbia,Average price per pound,Cranberries,Dollars,Fresh and processed,v74640,7.3.2.3.1,0.24
1980,British Columbia,Average price per pound,Cranberries,Dollars,Fresh and processed,v74640,7.3.2.3.1,0.35
1981,British Columbia,Average price per pound,Cranberries,Dollars,Fresh and processed,v74640,7.3.2.3.1,0.48
1958,British Columbia,Average price per pound,Cranberries,Dollars,Fresh,v380744,7.3.2.3.2,0.00
1959,British Columbia,Average price per pound,Cranberries,Dollars,Fresh,v380744,7.3.2.3.2,0.00
1960,British Columbia,Average price per pound,Cranberries,Dollars,Fresh,v380744,7.3.2.3.2,0.00
1961,British Columbia,Average price per pound,Cranberries,Dollars,Fresh,v380744,7.3.2.3.2,0.00
1962,British Columbia,Average price per pound,Cranberries,Dollars,Fresh,v380744,7.3.2.3.2,0.00
1963,British Columbia,Average price per pound,Cranberries,Dollars,Fresh,v380744,7.3.2.3.2,0.00
1964,British Columbia,Average price per pound,Cranberries,Dollars,Fresh,v380744,7.3.2.3.2,0.00
1965,British Columbia,Average price per pound,Cranberries,Dollars,Fresh,v380744,7.3.2.3.2,0.00
1966,British Columbia,Average price per pound,Cranberries,Dollars,Fresh,v380744,7.3.2.3.2,0.00
1967,British Columbia,Average price per pound,Cranberries,Dollars,Fresh,v380744,7.3.2.3.2,0.00
1968,British Columbia,Average price per pound,Cranberries,Dollars,Fresh,v380744,7.3.2.3.2,0.00
1969,British Columbia,Average price per pound,Cranberries,Dollars,Fresh,v380744,7.3.2.3.2,0.00
