Ref_Date,GEO,AG,SEX,CA,STA,Vector,Coordinate,Value
2012,Outside Inuit Nunangat,55 years and over,Both sexes,"Not specified if hunted, fished or trapped in the last year",Number of persons,v98412249,7.4.1.11.1,F
2012,Outside Inuit Nunangat,55 years and over,Both sexes,"Not specified if hunted, fished or trapped in the last year",Percent,v98412250,7.4.1.11.2,F
2012,Outside Inuit Nunangat,55 years and over,Both sexes,"Not specified if hunted, fished or trapped in the last year",Low 95% confidence interval (percent),v98412251,7.4.1.11.3,F
2012,Outside Inuit Nunangat,55 years and over,Both sexes,"Not specified if hunted, fished or trapped in the last year",High 95% confidence interval (percent),v98412252,7.4.1.11.4,F
2012,Outside Inuit Nunangat,55 years and over,Both sexes,"Total, gathered wild plants in the last year",Number of persons,v98412253,7.4.1.12.1,3250.0
2012,Outside Inuit Nunangat,55 years and over,Both sexes,"Total, gathered wild plants in the last year",Percent,v98412254,7.4.1.12.2,100.0
2012,Outside Inuit Nunangat,55 years and over,Both sexes,"Total, gathered wild plants in the last year",Low 95% confidence interval (percent),v98412255,7.4.1.12.3,100.0
2012,Outside Inuit Nunangat,55 years and over,Both sexes,"Total, gathered wild plants in the last year",High 95% confidence interval (percent),v98412256,7.4.1.12.4,100.0
2012,Outside Inuit Nunangat,55 years and over,Both sexes,Gathered wild plants in the last year,Number of persons,v98412257,7.4.1.13.1,1190.0
2012,Outside Inuit Nunangat,55 years and over,Both sexes,Gathered wild plants in the last year,Percent,v98412258,7.4.1.13.2,36.6
2012,Outside Inuit Nunangat,55 years and over,Both sexes,Gathered wild plants in the last year,Low 95% confidence interval (percent),v98412259,7.4.1.13.3,23.6
2012,Outside Inuit Nunangat,55 years and over,Both sexes,Gathered wild plants in the last year,High 95% confidence interval (percent),v98412260,7.4.1.13.4,51.7
2012,Outside Inuit Nunangat,55 years and over,Both sexes,Gathered wild plants at least once a week during the season,Number of persons,v98412261,7.4.1.14.1,840.0
2012,Outside Inuit Nunangat,55 years and over,Both sexes,Gathered wild plants at least once a week during the season,Percent,v98412262,7.4.1.14.2,25.8
2012,Outside Inuit Nunangat,55 years and over,Both sexes,Gathered wild plants at least once a week during the season,Low 95% confidence interval (percent),v98412263,7.4.1.14.3,14.7
2012,Outside Inuit Nunangat,55 years and over,Both sexes,Gathered wild plants at least once a week during the season,High 95% confidence interval (percent),v98412264,7.4.1.14.4,41.5
2012,Outside Inuit Nunangat,55 years and over,Both sexes,Gathered wild plants less than once a week but at least once a month during the season,Number of persons,v98412265,7.4.1.15.1,F
2012,Outside Inuit Nunangat,55 years and over,Both sexes,Gathered wild plants less than once a week but at least once a month during the season,Percent,v98412266,7.4.1.15.2,F
2012,Outside Inuit Nunangat,55 years and over,Both sexes,Gathered wild plants less than once a week but at least once a month during the season,Low 95% confidence interval (percent),v98412267,7.4.1.15.3,F
2012,Outside Inuit Nunangat,55 years and over,Both sexes,Gathered wild plants less than once a week but at least once a month during the season,High 95% confidence interval (percent),v98412268,7.4.1.15.4,F
2012,Outside Inuit Nunangat,55 years and over,Both sexes,Gathered wild plants at least once in the last year but not at all in the last month,Number of persons,v98412269,7.4.1.16.1,F
2012,Outside Inuit Nunangat,55 years and over,Both sexes,Gathered wild plants at least once in the last year but not at all in the last month,Percent,v98412270,7.4.1.16.2,F
2012,Outside Inuit Nunangat,55 years and over,Both sexes,Gathered wild plants at least once in the last year but not at all in the last month,Low 95% confidence interval (percent),v98412271,7.4.1.16.3,F
2012,Outside Inuit Nunangat,55 years and over,Both sexes,Gathered wild plants at least once in the last year but not at all in the last month,High 95% confidence interval (percent),v98412272,7.4.1.16.4,F
2012,Outside Inuit Nunangat,55 years and over,Both sexes,Not specified how often gathered wild plants in the last year,Number of persons,v98412273,7.4.1.17.1,F
2012,Outside Inuit Nunangat,55 years and over,Both sexes,Not specified how often gathered wild plants in the last year,Percent,v98412274,7.4.1.17.2,F
2012,Outside Inuit Nunangat,55 years and over,Both sexes,Not specified how often gathered wild plants in the last year,Low 95% confidence interval (percent),v98412275,7.4.1.17.3,F
2012,Outside Inuit Nunangat,55 years and over,Both sexes,Not specified how often gathered wild plants in the last year,High 95% confidence interval (percent),v98412276,7.4.1.17.4,F
2012,Outside Inuit Nunangat,55 years and over,Both sexes,Did not gather wild plants in the last year,Number of persons,v98412277,7.4.1.18.1,2050.0
2012,Outside Inuit Nunangat,55 years and over,Both sexes,Did not gather wild plants in the last year,Percent,v98412278,7.4.1.18.2,63.1
2012,Outside Inuit Nunangat,55 years and over,Both sexes,Did not gather wild plants in the last year,Low 95% confidence interval (percent),v98412279,7.4.1.18.3,48.0
2012,Outside Inuit Nunangat,55 years and over,Both sexes,Did not gather wild plants in the last year,High 95% confidence interval (percent),v98412280,7.4.1.18.4,76.1
2012,Outside Inuit Nunangat,55 years and over,Both sexes,Interested in gathering wild plants,Number of persons,v98412281,7.4.1.19.1,F
2012,Outside Inuit Nunangat,55 years and over,Both sexes,Interested in gathering wild plants,Percent,v98412282,7.4.1.19.2,F
2012,Outside Inuit Nunangat,55 years and over,Both sexes,Interested in gathering wild plants,Low 95% confidence interval (percent),v98412283,7.4.1.19.3,F
2012,Outside Inuit Nunangat,55 years and over,Both sexes,Interested in gathering wild plants,High 95% confidence interval (percent),v98412284,7.4.1.19.4,F
2012,Outside Inuit Nunangat,55 years and over,Both sexes,Not interested in gathering wild plants,Number of persons,v98412285,7.4.1.20.1,1560.0
2012,Outside Inuit Nunangat,55 years and over,Both sexes,Not interested in gathering wild plants,Percent,v98412286,7.4.1.20.2,48.0
2012,Outside Inuit Nunangat,55 years and over,Both sexes,Not interested in gathering wild plants,Low 95% confidence interval (percent),v98412287,7.4.1.20.3,33.1
2012,Outside Inuit Nunangat,55 years and over,Both sexes,Not interested in gathering wild plants,High 95% confidence interval (percent),v98412288,7.4.1.20.4,63.3
2012,Outside Inuit Nunangat,55 years and over,Both sexes,Not specified if interested in gathering wild plants,Number of persons,v98412289,7.4.1.21.1,F
2012,Outside Inuit Nunangat,55 years and over,Both sexes,Not specified if interested in gathering wild plants,Percent,v98412290,7.4.1.21.2,F
2012,Outside Inuit Nunangat,55 years and over,Both sexes,Not specified if interested in gathering wild plants,Low 95% confidence interval (percent),v98412291,7.4.1.21.3,F
2012,Outside Inuit Nunangat,55 years and over,Both sexes,Not specified if interested in gathering wild plants,High 95% confidence interval (percent),v98412292,7.4.1.21.4,F
2012,Outside Inuit Nunangat,55 years and over,Both sexes,Not specified if gathered wild plants in the last year,Number of persons,v98412293,7.4.1.22.1,F
2012,Outside Inuit Nunangat,55 years and over,Both sexes,Not specified if gathered wild plants in the last year,Percent,v98412294,7.4.1.22.2,F
2012,Outside Inuit Nunangat,55 years and over,Both sexes,Not specified if gathered wild plants in the last year,Low 95% confidence interval (percent),v98412295,7.4.1.22.3,F
2012,Outside Inuit Nunangat,55 years and over,Both sexes,Not specified if gathered wild plants in the last year,High 95% confidence interval (percent),v98412296,7.4.1.22.4,F
2012,Outside Inuit Nunangat,55 years and over,Male,"Total, hunted, fished or trapped in the last year",Number of persons,v98412297,7.4.2.1.1,1250.0
2012,Outside Inuit Nunangat,55 years and over,Male,"Total, hunted, fished or trapped in the last year",Percent,v98412298,7.4.2.1.2,100.0
2012,Outside Inuit Nunangat,55 years and over,Male,"Total, hunted, fished or trapped in the last year",Low 95% confidence interval (percent),v98412299,7.4.2.1.3,100.0
2012,Outside Inuit Nunangat,55 years and over,Male,"Total, hunted, fished or trapped in the last year",High 95% confidence interval (percent),v98412300,7.4.2.1.4,100.0
2012,Outside Inuit Nunangat,55 years and over,Male,"Hunted, fished or trapped in the last year",Number of persons,v98412301,7.4.2.2.1,F
2012,Outside Inuit Nunangat,55 years and over,Male,"Hunted, fished or trapped in the last year",Percent,v98412302,7.4.2.2.2,F
2012,Outside Inuit Nunangat,55 years and over,Male,"Hunted, fished or trapped in the last year",Low 95% confidence interval (percent),v98412303,7.4.2.2.3,F
2012,Outside Inuit Nunangat,55 years and over,Male,"Hunted, fished or trapped in the last year",High 95% confidence interval (percent),v98412304,7.4.2.2.4,F
2012,Outside Inuit Nunangat,55 years and over,Male,"Hunted, fished or trapped at least once a week during the season",Number of persons,v98412305,7.4.2.3.1,F
2012,Outside Inuit Nunangat,55 years and over,Male,"Hunted, fished or trapped at least once a week during the season",Percent,v98412306,7.4.2.3.2,F
2012,Outside Inuit Nunangat,55 years and over,Male,"Hunted, fished or trapped at least once a week during the season",Low 95% confidence interval (percent),v98412307,7.4.2.3.3,F
2012,Outside Inuit Nunangat,55 years and over,Male,"Hunted, fished or trapped at least once a week during the season",High 95% confidence interval (percent),v98412308,7.4.2.3.4,F
2012,Outside Inuit Nunangat,55 years and over,Male,"Hunted, fished or trapped less than once a week but at least once a month during the season",Number of persons,v98412309,7.4.2.4.1,F
2012,Outside Inuit Nunangat,55 years and over,Male,"Hunted, fished or trapped less than once a week but at least once a month during the season",Percent,v98412310,7.4.2.4.2,F
2012,Outside Inuit Nunangat,55 years and over,Male,"Hunted, fished or trapped less than once a week but at least once a month during the season",Low 95% confidence interval (percent),v98412311,7.4.2.4.3,F
2012,Outside Inuit Nunangat,55 years and over,Male,"Hunted, fished or trapped less than once a week but at least once a month during the season",High 95% confidence interval (percent),v98412312,7.4.2.4.4,F
2012,Outside Inuit Nunangat,55 years and over,Male,"Hunted, fished or trapped at least once during the season but not at all in the last month",Number of persons,v98412313,7.4.2.5.1,F
2012,Outside Inuit Nunangat,55 years and over,Male,"Hunted, fished or trapped at least once during the season but not at all in the last month",Percent,v98412314,7.4.2.5.2,F
2012,Outside Inuit Nunangat,55 years and over,Male,"Hunted, fished or trapped at least once during the season but not at all in the last month",Low 95% confidence interval (percent),v98412315,7.4.2.5.3,F
2012,Outside Inuit Nunangat,55 years and over,Male,"Hunted, fished or trapped at least once during the season but not at all in the last month",High 95% confidence interval (percent),v98412316,7.4.2.5.4,F
2012,Outside Inuit Nunangat,55 years and over,Male,"Not specified how often hunted, fished or trapped in the last year",Number of persons,v98412317,7.4.2.6.1,F
2012,Outside Inuit Nunangat,55 years and over,Male,"Not specified how often hunted, fished or trapped in the last year",Percent,v98412318,7.4.2.6.2,F
2012,Outside Inuit Nunangat,55 years and over,Male,"Not specified how often hunted, fished or trapped in the last year",Low 95% confidence interval (percent),v98412319,7.4.2.6.3,F
2012,Outside Inuit Nunangat,55 years and over,Male,"Not specified how often hunted, fished or trapped in the last year",High 95% confidence interval (percent),v98412320,7.4.2.6.4,F
2012,Outside Inuit Nunangat,55 years and over,Male,"Did not hunt, fish or trap in the last year",Number of persons,v98412321,7.4.2.7.1,F
2012,Outside Inuit Nunangat,55 years and over,Male,"Did not hunt, fish or trap in the last year",Percent,v98412322,7.4.2.7.2,F
2012,Outside Inuit Nunangat,55 years and over,Male,"Did not hunt, fish or trap in the last year",Low 95% confidence interval (percent),v98412323,7.4.2.7.3,F
2012,Outside Inuit Nunangat,55 years and over,Male,"Did not hunt, fish or trap in the last year",High 95% confidence interval (percent),v98412324,7.4.2.7.4,F
2012,Outside Inuit Nunangat,55 years and over,Male,"Interested in hunting, fishing or trapping",Number of persons,v98412325,7.4.2.8.1,F
2012,Outside Inuit Nunangat,55 years and over,Male,"Interested in hunting, fishing or trapping",Percent,v98412326,7.4.2.8.2,F
2012,Outside Inuit Nunangat,55 years and over,Male,"Interested in hunting, fishing or trapping",Low 95% confidence interval (percent),v98412327,7.4.2.8.3,F
2012,Outside Inuit Nunangat,55 years and over,Male,"Interested in hunting, fishing or trapping",High 95% confidence interval (percent),v98412328,7.4.2.8.4,F
2012,Outside Inuit Nunangat,55 years and over,Male,"Not interested in hunting, fishing or trapping",Number of persons,v98412329,7.4.2.9.1,F
2012,Outside Inuit Nunangat,55 years and over,Male,"Not interested in hunting, fishing or trapping",Percent,v98412330,7.4.2.9.2,F
2012,Outside Inuit Nunangat,55 years and over,Male,"Not interested in hunting, fishing or trapping",Low 95% confidence interval (percent),v98412331,7.4.2.9.3,F
2012,Outside Inuit Nunangat,55 years and over,Male,"Not interested in hunting, fishing or trapping",High 95% confidence interval (percent),v98412332,7.4.2.9.4,F
2012,Outside Inuit Nunangat,55 years and over,Male,"Not specified if interested in hunting, fishing or trapping",Number of persons,v98412333,7.4.2.10.1,F
2012,Outside Inuit Nunangat,55 years and over,Male,"Not specified if interested in hunting, fishing or trapping",Percent,v98412334,7.4.2.10.2,F
2012,Outside Inuit Nunangat,55 years and over,Male,"Not specified if interested in hunting, fishing or trapping",Low 95% confidence interval (percent),v98412335,7.4.2.10.3,F
2012,Outside Inuit Nunangat,55 years and over,Male,"Not specified if interested in hunting, fishing or trapping",High 95% confidence interval (percent),v98412336,7.4.2.10.4,F
2012,Outside Inuit Nunangat,55 years and over,Male,"Not specified if hunted, fished or trapped in the last year",Number of persons,v98412337,7.4.2.11.1,F
2012,Outside Inuit Nunangat,55 years and over,Male,"Not specified if hunted, fished or trapped in the last year",Percent,v98412338,7.4.2.11.2,F
