Ref_Date,GEO,INDUSTRY,ADJUSTMENTS,Vector,Coordinate,Value
2014,Northwest Territories,Electronic shopping and mail-order houses,"Total operating revenue (x 1,000)",v101256804,13.2.2,45.0
2012,Northwest Territories,Electronic shopping and mail-order houses,"Opening inventory (x 1,000)",v101256805,13.2.3,20.0
2013,Northwest Territories,Electronic shopping and mail-order houses,"Opening inventory (x 1,000)",v101256805,13.2.3,13.0
2014,Northwest Territories,Electronic shopping and mail-order houses,"Opening inventory (x 1,000)",v101256805,13.2.3,6.0
2012,Northwest Territories,Electronic shopping and mail-order houses,"Purchases (x 1,000)",v101256806,13.2.4,x
2013,Northwest Territories,Electronic shopping and mail-order houses,"Purchases (x 1,000)",v101256806,13.2.4,x
2014,Northwest Territories,Electronic shopping and mail-order houses,"Purchases (x 1,000)",v101256806,13.2.4,x
2012,Northwest Territories,Electronic shopping and mail-order houses,"Closing inventory (x 1,000)",v101256807,13.2.5,x
2013,Northwest Territories,Electronic shopping and mail-order houses,"Closing inventory (x 1,000)",v101256807,13.2.5,x
2014,Northwest Territories,Electronic shopping and mail-order houses,"Closing inventory (x 1,000)",v101256807,13.2.5,x
2012,Northwest Territories,Electronic shopping and mail-order houses,"Cost of goods sold (x 1,000)",v101256808,13.2.6,x
2013,Northwest Territories,Electronic shopping and mail-order houses,"Cost of goods sold (x 1,000)",v101256808,13.2.6,x
2014,Northwest Territories,Electronic shopping and mail-order houses,"Cost of goods sold (x 1,000)",v101256808,13.2.6,x
2012,Northwest Territories,Electronic shopping and mail-order houses,"Total labour remuneration (x 1,000)",v101256809,13.2.7,x
2013,Northwest Territories,Electronic shopping and mail-order houses,"Total labour remuneration (x 1,000)",v101256809,13.2.7,x
2014,Northwest Territories,Electronic shopping and mail-order houses,"Total labour remuneration (x 1,000)",v101256809,13.2.7,x
2012,Northwest Territories,Electronic shopping and mail-order houses,"Total operating expenses (x 1,000)",v101256810,13.2.8,x
2013,Northwest Territories,Electronic shopping and mail-order houses,"Total operating expenses (x 1,000)",v101256810,13.2.8,x
2014,Northwest Territories,Electronic shopping and mail-order houses,"Total operating expenses (x 1,000)",v101256810,13.2.8,x
2012,Northwest Territories,Electronic shopping and mail-order houses,Gross margin (percent),v101256811,13.2.9,x
2013,Northwest Territories,Electronic shopping and mail-order houses,Gross margin (percent),v101256811,13.2.9,x
2014,Northwest Territories,Electronic shopping and mail-order houses,Gross margin (percent),v101256811,13.2.9,x
2012,Northwest Territories,Electronic shopping and mail-order houses,Operating profit margin (percent),v101256812,13.2.10,x
2013,Northwest Territories,Electronic shopping and mail-order houses,Operating profit margin (percent),v101256812,13.2.10,x
2014,Northwest Territories,Electronic shopping and mail-order houses,Operating profit margin (percent),v101256812,13.2.10,x
2012,Northwest Territories,Vending machine operators,"Sales of goods for resale (x 1,000)",v101256813,13.3.1,..
2013,Northwest Territories,Vending machine operators,"Sales of goods for resale (x 1,000)",v101256813,13.3.1,x
2014,Northwest Territories,Vending machine operators,"Sales of goods for resale (x 1,000)",v101256813,13.3.1,x
2012,Northwest Territories,Vending machine operators,"Total operating revenue (x 1,000)",v101256814,13.3.2,..
2013,Northwest Territories,Vending machine operators,"Total operating revenue (x 1,000)",v101256814,13.3.2,x
2014,Northwest Territories,Vending machine operators,"Total operating revenue (x 1,000)",v101256814,13.3.2,x
2012,Northwest Territories,Vending machine operators,"Opening inventory (x 1,000)",v101256815,13.3.3,..
2013,Northwest Territories,Vending machine operators,"Opening inventory (x 1,000)",v101256815,13.3.3,x
2014,Northwest Territories,Vending machine operators,"Opening inventory (x 1,000)",v101256815,13.3.3,x
2012,Northwest Territories,Vending machine operators,"Purchases (x 1,000)",v101256816,13.3.4,..
2013,Northwest Territories,Vending machine operators,"Purchases (x 1,000)",v101256816,13.3.4,x
2014,Northwest Territories,Vending machine operators,"Purchases (x 1,000)",v101256816,13.3.4,x
2012,Northwest Territories,Vending machine operators,"Closing inventory (x 1,000)",v101256817,13.3.5,..
2013,Northwest Territories,Vending machine operators,"Closing inventory (x 1,000)",v101256817,13.3.5,x
2014,Northwest Territories,Vending machine operators,"Closing inventory (x 1,000)",v101256817,13.3.5,x
2012,Northwest Territories,Vending machine operators,"Cost of goods sold (x 1,000)",v101256818,13.3.6,..
2013,Northwest Territories,Vending machine operators,"Cost of goods sold (x 1,000)",v101256818,13.3.6,x
2014,Northwest Territories,Vending machine operators,"Cost of goods sold (x 1,000)",v101256818,13.3.6,x
2012,Northwest Territories,Vending machine operators,"Total labour remuneration (x 1,000)",v101256819,13.3.7,..
2013,Northwest Territories,Vending machine operators,"Total labour remuneration (x 1,000)",v101256819,13.3.7,x
2014,Northwest Territories,Vending machine operators,"Total labour remuneration (x 1,000)",v101256819,13.3.7,x
2012,Northwest Territories,Vending machine operators,"Total operating expenses (x 1,000)",v101256820,13.3.8,..
2013,Northwest Territories,Vending machine operators,"Total operating expenses (x 1,000)",v101256820,13.3.8,x
2014,Northwest Territories,Vending machine operators,"Total operating expenses (x 1,000)",v101256820,13.3.8,x
2012,Northwest Territories,Vending machine operators,Gross margin (percent),v101256821,13.3.9,..
2013,Northwest Territories,Vending machine operators,Gross margin (percent),v101256821,13.3.9,x
2014,Northwest Territories,Vending machine operators,Gross margin (percent),v101256821,13.3.9,x
2012,Northwest Territories,Vending machine operators,Operating profit margin (percent),v101256822,13.3.10,..
2013,Northwest Territories,Vending machine operators,Operating profit margin (percent),v101256822,13.3.10,x
2014,Northwest Territories,Vending machine operators,Operating profit margin (percent),v101256822,13.3.10,x
2012,Northwest Territories,Fuel dealers,"Sales of goods for resale (x 1,000)",v101256823,13.4.1,87240.0
2013,Northwest Territories,Fuel dealers,"Sales of goods for resale (x 1,000)",v101256823,13.4.1,125804.0
2014,Northwest Territories,Fuel dealers,"Sales of goods for resale (x 1,000)",v101256823,13.4.1,125902.0
2012,Northwest Territories,Fuel dealers,"Total operating revenue (x 1,000)",v101256824,13.4.2,95158.0
2013,Northwest Territories,Fuel dealers,"Total operating revenue (x 1,000)",v101256824,13.4.2,131111.0
2014,Northwest Territories,Fuel dealers,"Total operating revenue (x 1,000)",v101256824,13.4.2,130495.0
2012,Northwest Territories,Fuel dealers,"Opening inventory (x 1,000)",v101256825,13.4.3,x
2013,Northwest Territories,Fuel dealers,"Opening inventory (x 1,000)",v101256825,13.4.3,x
2014,Northwest Territories,Fuel dealers,"Opening inventory (x 1,000)",v101256825,13.4.3,2558.0
2012,Northwest Territories,Fuel dealers,"Purchases (x 1,000)",v101256826,13.4.4,83694.0
2013,Northwest Territories,Fuel dealers,"Purchases (x 1,000)",v101256826,13.4.4,110524.0
2014,Northwest Territories,Fuel dealers,"Purchases (x 1,000)",v101256826,13.4.4,114761.0
2012,Northwest Territories,Fuel dealers,"Closing inventory (x 1,000)",v101256827,13.4.5,x
2013,Northwest Territories,Fuel dealers,"Closing inventory (x 1,000)",v101256827,13.4.5,x
2014,Northwest Territories,Fuel dealers,"Closing inventory (x 1,000)",v101256827,13.4.5,2723.0
2012,Northwest Territories,Fuel dealers,"Cost of goods sold (x 1,000)",v101256828,13.4.6,83627.0
2013,Northwest Territories,Fuel dealers,"Cost of goods sold (x 1,000)",v101256828,13.4.6,110895.0
2014,Northwest Territories,Fuel dealers,"Cost of goods sold (x 1,000)",v101256828,13.4.6,114595.0
2012,Northwest Territories,Fuel dealers,"Total labour remuneration (x 1,000)",v101256829,13.4.7,4880.0
2013,Northwest Territories,Fuel dealers,"Total labour remuneration (x 1,000)",v101256829,13.4.7,12100.0
2014,Northwest Territories,Fuel dealers,"Total labour remuneration (x 1,000)",v101256829,13.4.7,11809.0
2012,Northwest Territories,Fuel dealers,"Total operating expenses (x 1,000)",v101256830,13.4.8,9253.0
2013,Northwest Territories,Fuel dealers,"Total operating expenses (x 1,000)",v101256830,13.4.8,19466.0
2014,Northwest Territories,Fuel dealers,"Total operating expenses (x 1,000)",v101256830,13.4.8,17640.0
2012,Northwest Territories,Fuel dealers,Gross margin (percent),v101256831,13.4.9,12.1
2013,Northwest Territories,Fuel dealers,Gross margin (percent),v101256831,13.4.9,15.4
2014,Northwest Territories,Fuel dealers,Gross margin (percent),v101256831,13.4.9,12.2
2012,Northwest Territories,Fuel dealers,Operating profit margin (percent),v101256832,13.4.10,2.4
2013,Northwest Territories,Fuel dealers,Operating profit margin (percent),v101256832,13.4.10,0.6
2014,Northwest Territories,Fuel dealers,Operating profit margin (percent),v101256832,13.4.10,-1.3
2012,Northwest Territories,Other direct selling establishments,"Sales of goods for resale (x 1,000)",v101256833,13.5.1,x
2013,Northwest Territories,Other direct selling establishments,"Sales of goods for resale (x 1,000)",v101256833,13.5.1,x
2014,Northwest Territories,Other direct selling establishments,"Sales of goods for resale (x 1,000)",v101256833,13.5.1,x
2012,Northwest Territories,Other direct selling establishments,"Total operating revenue (x 1,000)",v101256834,13.5.2,x
2013,Northwest Territories,Other direct selling establishments,"Total operating revenue (x 1,000)",v101256834,13.5.2,x
2014,Northwest Territories,Other direct selling establishments,"Total operating revenue (x 1,000)",v101256834,13.5.2,x
2012,Northwest Territories,Other direct selling establishments,"Opening inventory (x 1,000)",v101256835,13.5.3,x
2013,Northwest Territories,Other direct selling establishments,"Opening inventory (x 1,000)",v101256835,13.5.3,x
2014,Northwest Territories,Other direct selling establishments,"Opening inventory (x 1,000)",v101256835,13.5.3,x
2012,Northwest Territories,Other direct selling establishments,"Purchases (x 1,000)",v101256836,13.5.4,x
2013,Northwest Territories,Other direct selling establishments,"Purchases (x 1,000)",v101256836,13.5.4,x
2014,Northwest Territories,Other direct selling establishments,"Purchases (x 1,000)",v101256836,13.5.4,x
2012,Northwest Territories,Other direct selling establishments,"Closing inventory (x 1,000)",v101256837,13.5.5,x
2013,Northwest Territories,Other direct selling establishments,"Closing inventory (x 1,000)",v101256837,13.5.5,x
2014,Northwest Territories,Other direct selling establishments,"Closing inventory (x 1,000)",v101256837,13.5.5,x
2012,Northwest Territories,Other direct selling establishments,"Cost of goods sold (x 1,000)",v101256838,13.5.6,x
2013,Northwest Territories,Other direct selling establishments,"Cost of goods sold (x 1,000)",v101256838,13.5.6,x
2014,Northwest Territories,Other direct selling establishments,"Cost of goods sold (x 1,000)",v101256838,13.5.6,x
2012,Northwest Territories,Other direct selling establishments,"Total labour remuneration (x 1,000)",v101256839,13.5.7,31.0
2013,Northwest Territories,Other direct selling establishments,"Total labour remuneration (x 1,000)",v101256839,13.5.7,8.0
2014,Northwest Territories,Other direct selling establishments,"Total labour remuneration (x 1,000)",v101256839,13.5.7,x
2012,Northwest Territories,Other direct selling establishments,"Total operating expenses (x 1,000)",v101256840,13.5.8,x
2013,Northwest Territories,Other direct selling establishments,"Total operating expenses (x 1,000)",v101256840,13.5.8,x
2014,Northwest Territories,Other direct selling establishments,"Total operating expenses (x 1,000)",v101256840,13.5.8,185.0
2012,Northwest Territories,Other direct selling establishments,Gross margin (percent),v101256841,13.5.9,x
2013,Northwest Territories,Other direct selling establishments,Gross margin (percent),v101256841,13.5.9,x
2014,Northwest Territories,Other direct selling establishments,Gross margin (percent),v101256841,13.5.9,x
2012,Northwest Territories,Other direct selling establishments,Operating profit margin (percent),v101256842,13.5.10,x
2013,Northwest Territories,Other direct selling establishments,Operating profit margin (percent),v101256842,13.5.10,x
2014,Northwest Territories,Other direct selling establishments,Operating profit margin (percent),v101256842,13.5.10,x
2012,Nunavut,Non-store retailers,"Sales of goods for resale (x 1,000)",v101256843,14.1.1,x
2013,Nunavut,Non-store retailers,"Sales of goods for resale (x 1,000)",v101256843,14.1.1,x
2014,Nunavut,Non-store retailers,"Sales of goods for resale (x 1,000)",v101256843,14.1.1,x
2012,Nunavut,Non-store retailers,"Total operating revenue (x 1,000)",v101256844,14.1.2,x
2013,Nunavut,Non-store retailers,"Total operating revenue (x 1,000)",v101256844,14.1.2,x
2014,Nunavut,Non-store retailers,"Total operating revenue (x 1,000)",v101256844,14.1.2,1824.0
2012,Nunavut,Non-store retailers,"Opening inventory (x 1,000)",v101256845,14.1.3,x
2013,Nunavut,Non-store retailers,"Opening inventory (x 1,000)",v101256845,14.1.3,x
2014,Nunavut,Non-store retailers,"Opening inventory (x 1,000)",v101256845,14.1.3,x
2012,Nunavut,Non-store retailers,"Purchases (x 1,000)",v101256846,14.1.4,x
2013,Nunavut,Non-store retailers,"Purchases (x 1,000)",v101256846,14.1.4,x
2014,Nunavut,Non-store retailers,"Purchases (x 1,000)",v101256846,14.1.4,x
2012,Nunavut,Non-store retailers,"Closing inventory (x 1,000)",v101256847,14.1.5,x
2013,Nunavut,Non-store retailers,"Closing inventory (x 1,000)",v101256847,14.1.5,x
2014,Nunavut,Non-store retailers,"Closing inventory (x 1,000)",v101256847,14.1.5,x
2012,Nunavut,Non-store retailers,"Cost of goods sold (x 1,000)",v101256848,14.1.6,x
2013,Nunavut,Non-store retailers,"Cost of goods sold (x 1,000)",v101256848,14.1.6,x
2014,Nunavut,Non-store retailers,"Cost of goods sold (x 1,000)",v101256848,14.1.6,x
2012,Nunavut,Non-store retailers,"Total labour remuneration (x 1,000)",v101256849,14.1.7,435.0
2013,Nunavut,Non-store retailers,"Total labour remuneration (x 1,000)",v101256849,14.1.7,762.0
2014,Nunavut,Non-store retailers,"Total labour remuneration (x 1,000)",v101256849,14.1.7,x
2012,Nunavut,Non-store retailers,"Total operating expenses (x 1,000)",v101256850,14.1.8,721.0
2013,Nunavut,Non-store retailers,"Total operating expenses (x 1,000)",v101256850,14.1.8,1541.0
2014,Nunavut,Non-store retailers,"Total operating expenses (x 1,000)",v101256850,14.1.8,1429.0
2012,Nunavut,Non-store retailers,Gross margin (percent),v101256851,14.1.9,x
2013,Nunavut,Non-store retailers,Gross margin (percent),v101256851,14.1.9,x
2014,Nunavut,Non-store retailers,Gross margin (percent),v101256851,14.1.9,x
2012,Nunavut,Non-store retailers,Operating profit margin (percent),v101256852,14.1.10,x
2013,Nunavut,Non-store retailers,Operating profit margin (percent),v101256852,14.1.10,x
2014,Nunavut,Non-store retailers,Operating profit margin (percent),v101256852,14.1.10,x
2012,Nunavut,Electronic shopping and mail-order houses,"Sales of goods for resale (x 1,000)",v101256853,14.2.1,x
2013,Nunavut,Electronic shopping and mail-order houses,"Sales of goods for resale (x 1,000)",v101256853,14.2.1,x
2014,Nunavut,Electronic shopping and mail-order houses,"Sales of goods for resale (x 1,000)",v101256853,14.2.1,x
2012,Nunavut,Electronic shopping and mail-order houses,"Total operating revenue (x 1,000)",v101256854,14.2.2,x
2013,Nunavut,Electronic shopping and mail-order houses,"Total operating revenue (x 1,000)",v101256854,14.2.2,x
