Ref_Date,GEO,VEGETABLE,HOLDING,Vector,Coordinate,Value
1983/03,Canada,Spinach,Frozen vegetables intended for re-manufacture held in storages and factories,v722401,1.12.1,x
1983/04,Canada,Spinach,Frozen vegetables intended for re-manufacture held in storages and factories,v722401,1.12.1,x
1983/05,Canada,Spinach,Frozen vegetables intended for re-manufacture held in storages and factories,v722401,1.12.1,x
1983/06,Canada,Spinach,Frozen vegetables intended for re-manufacture held in storages and factories,v722401,1.12.1,x
1983/07,Canada,Spinach,Frozen vegetables intended for re-manufacture held in storages and factories,v722401,1.12.1,x
1983/08,Canada,Spinach,Frozen vegetables intended for re-manufacture held in storages and factories,v722401,1.12.1,x
1983/09,Canada,Spinach,Frozen vegetables intended for re-manufacture held in storages and factories,v722401,1.12.1,0.0
1983/10,Canada,Spinach,Frozen vegetables intended for re-manufacture held in storages and factories,v722401,1.12.1,0.0
1983/11,Canada,Spinach,Frozen vegetables intended for re-manufacture held in storages and factories,v722401,1.12.1,x
1983/12,Canada,Spinach,Frozen vegetables intended for re-manufacture held in storages and factories,v722401,1.12.1,x
1984/01,Canada,Spinach,Frozen vegetables intended for re-manufacture held in storages and factories,v722401,1.12.1,x
1984/02,Canada,Spinach,Frozen vegetables intended for re-manufacture held in storages and factories,v722401,1.12.1,x
1984/03,Canada,Spinach,Frozen vegetables intended for re-manufacture held in storages and factories,v722401,1.12.1,x
1984/04,Canada,Spinach,Frozen vegetables intended for re-manufacture held in storages and factories,v722401,1.12.1,x
1984/05,Canada,Spinach,Frozen vegetables intended for re-manufacture held in storages and factories,v722401,1.12.1,x
1984/06,Canada,Spinach,Frozen vegetables intended for re-manufacture held in storages and factories,v722401,1.12.1,x
1984/07,Canada,Spinach,Frozen vegetables intended for re-manufacture held in storages and factories,v722401,1.12.1,x
1984/08,Canada,Spinach,Frozen vegetables intended for re-manufacture held in storages and factories,v722401,1.12.1,x
1984/09,Canada,Spinach,Frozen vegetables intended for re-manufacture held in storages and factories,v722401,1.12.1,x
1984/10,Canada,Spinach,Frozen vegetables intended for re-manufacture held in storages and factories,v722401,1.12.1,x
1984/11,Canada,Spinach,Frozen vegetables intended for re-manufacture held in storages and factories,v722401,1.12.1,x
1984/12,Canada,Spinach,Frozen vegetables intended for re-manufacture held in storages and factories,v722401,1.12.1,x
1985/01,Canada,Spinach,Frozen vegetables intended for re-manufacture held in storages and factories,v722401,1.12.1,x
1985/02,Canada,Spinach,Frozen vegetables intended for re-manufacture held in storages and factories,v722401,1.12.1,x
1985/03,Canada,Spinach,Frozen vegetables intended for re-manufacture held in storages and factories,v722401,1.12.1,x
1985/04,Canada,Spinach,Frozen vegetables intended for re-manufacture held in storages and factories,v722401,1.12.1,x
1985/05,Canada,Spinach,Frozen vegetables intended for re-manufacture held in storages and factories,v722401,1.12.1,x
1985/06,Canada,Spinach,Frozen vegetables intended for re-manufacture held in storages and factories,v722401,1.12.1,x
1985/07,Canada,Spinach,Frozen vegetables intended for re-manufacture held in storages and factories,v722401,1.12.1,x
1985/08,Canada,Spinach,Frozen vegetables intended for re-manufacture held in storages and factories,v722401,1.12.1,x
1985/09,Canada,Spinach,Frozen vegetables intended for re-manufacture held in storages and factories,v722401,1.12.1,x
1985/10,Canada,Spinach,Frozen vegetables intended for re-manufacture held in storages and factories,v722401,1.12.1,x
1985/11,Canada,Spinach,Frozen vegetables intended for re-manufacture held in storages and factories,v722401,1.12.1,x
1985/12,Canada,Spinach,Frozen vegetables intended for re-manufacture held in storages and factories,v722401,1.12.1,x
1986/01,Canada,Spinach,Frozen vegetables intended for re-manufacture held in storages and factories,v722401,1.12.1,x
1986/02,Canada,Spinach,Frozen vegetables intended for re-manufacture held in storages and factories,v722401,1.12.1,x
1986/03,Canada,Spinach,Frozen vegetables intended for re-manufacture held in storages and factories,v722401,1.12.1,x
1986/04,Canada,Spinach,Frozen vegetables intended for re-manufacture held in storages and factories,v722401,1.12.1,x
1986/05,Canada,Spinach,Frozen vegetables intended for re-manufacture held in storages and factories,v722401,1.12.1,x
1986/06,Canada,Spinach,Frozen vegetables intended for re-manufacture held in storages and factories,v722401,1.12.1,x
1986/07,Canada,Spinach,Frozen vegetables intended for re-manufacture held in storages and factories,v722401,1.12.1,x
1986/08,Canada,Spinach,Frozen vegetables intended for re-manufacture held in storages and factories,v722401,1.12.1,x
1986/09,Canada,Spinach,Frozen vegetables intended for re-manufacture held in storages and factories,v722401,1.12.1,x
1986/10,Canada,Spinach,Frozen vegetables intended for re-manufacture held in storages and factories,v722401,1.12.1,x
1986/11,Canada,Spinach,Frozen vegetables intended for re-manufacture held in storages and factories,v722401,1.12.1,x
1986/12,Canada,Spinach,Frozen vegetables intended for re-manufacture held in storages and factories,v722401,1.12.1,x
1970/01,Canada,Squash,Frozen vegetables intended for re-manufacture held in storages and factories,v722402,1.13.1,x
1970/02,Canada,Squash,Frozen vegetables intended for re-manufacture held in storages and factories,v722402,1.13.1,x
1970/03,Canada,Squash,Frozen vegetables intended for re-manufacture held in storages and factories,v722402,1.13.1,x
1970/04,Canada,Squash,Frozen vegetables intended for re-manufacture held in storages and factories,v722402,1.13.1,x
1970/05,Canada,Squash,Frozen vegetables intended for re-manufacture held in storages and factories,v722402,1.13.1,x
1970/06,Canada,Squash,Frozen vegetables intended for re-manufacture held in storages and factories,v722402,1.13.1,x
1970/07,Canada,Squash,Frozen vegetables intended for re-manufacture held in storages and factories,v722402,1.13.1,x
1970/08,Canada,Squash,Frozen vegetables intended for re-manufacture held in storages and factories,v722402,1.13.1,x
1970/09,Canada,Squash,Frozen vegetables intended for re-manufacture held in storages and factories,v722402,1.13.1,x
1970/10,Canada,Squash,Frozen vegetables intended for re-manufacture held in storages and factories,v722402,1.13.1,x
1970/11,Canada,Squash,Frozen vegetables intended for re-manufacture held in storages and factories,v722402,1.13.1,x
1970/12,Canada,Squash,Frozen vegetables intended for re-manufacture held in storages and factories,v722402,1.13.1,x
1971/01,Canada,Squash,Frozen vegetables intended for re-manufacture held in storages and factories,v722402,1.13.1,x
1971/02,Canada,Squash,Frozen vegetables intended for re-manufacture held in storages and factories,v722402,1.13.1,x
1971/03,Canada,Squash,Frozen vegetables intended for re-manufacture held in storages and factories,v722402,1.13.1,x
1971/04,Canada,Squash,Frozen vegetables intended for re-manufacture held in storages and factories,v722402,1.13.1,x
1971/05,Canada,Squash,Frozen vegetables intended for re-manufacture held in storages and factories,v722402,1.13.1,x
1971/06,Canada,Squash,Frozen vegetables intended for re-manufacture held in storages and factories,v722402,1.13.1,x
1971/07,Canada,Squash,Frozen vegetables intended for re-manufacture held in storages and factories,v722402,1.13.1,x
1971/08,Canada,Squash,Frozen vegetables intended for re-manufacture held in storages and factories,v722402,1.13.1,x
1971/09,Canada,Squash,Frozen vegetables intended for re-manufacture held in storages and factories,v722402,1.13.1,x
1971/10,Canada,Squash,Frozen vegetables intended for re-manufacture held in storages and factories,v722402,1.13.1,x
1971/11,Canada,Squash,Frozen vegetables intended for re-manufacture held in storages and factories,v722402,1.13.1,x
1971/12,Canada,Squash,Frozen vegetables intended for re-manufacture held in storages and factories,v722402,1.13.1,x
1972/01,Canada,Squash,Frozen vegetables intended for re-manufacture held in storages and factories,v722402,1.13.1,x
1972/02,Canada,Squash,Frozen vegetables intended for re-manufacture held in storages and factories,v722402,1.13.1,x
1972/03,Canada,Squash,Frozen vegetables intended for re-manufacture held in storages and factories,v722402,1.13.1,x
1972/04,Canada,Squash,Frozen vegetables intended for re-manufacture held in storages and factories,v722402,1.13.1,0.0
1972/05,Canada,Squash,Frozen vegetables intended for re-manufacture held in storages and factories,v722402,1.13.1,x
1972/06,Canada,Squash,Frozen vegetables intended for re-manufacture held in storages and factories,v722402,1.13.1,x
1972/07,Canada,Squash,Frozen vegetables intended for re-manufacture held in storages and factories,v722402,1.13.1,x
1972/08,Canada,Squash,Frozen vegetables intended for re-manufacture held in storages and factories,v722402,1.13.1,x
1972/09,Canada,Squash,Frozen vegetables intended for re-manufacture held in storages and factories,v722402,1.13.1,x
1972/10,Canada,Squash,Frozen vegetables intended for re-manufacture held in storages and factories,v722402,1.13.1,x
1972/11,Canada,Squash,Frozen vegetables intended for re-manufacture held in storages and factories,v722402,1.13.1,x
1972/12,Canada,Squash,Frozen vegetables intended for re-manufacture held in storages and factories,v722402,1.13.1,x
1973/01,Canada,Squash,Frozen vegetables intended for re-manufacture held in storages and factories,v722402,1.13.1,x
1973/02,Canada,Squash,Frozen vegetables intended for re-manufacture held in storages and factories,v722402,1.13.1,x
1973/03,Canada,Squash,Frozen vegetables intended for re-manufacture held in storages and factories,v722402,1.13.1,x
1973/04,Canada,Squash,Frozen vegetables intended for re-manufacture held in storages and factories,v722402,1.13.1,x
1973/05,Canada,Squash,Frozen vegetables intended for re-manufacture held in storages and factories,v722402,1.13.1,x
1973/06,Canada,Squash,Frozen vegetables intended for re-manufacture held in storages and factories,v722402,1.13.1,x
1973/07,Canada,Squash,Frozen vegetables intended for re-manufacture held in storages and factories,v722402,1.13.1,x
1973/08,Canada,Squash,Frozen vegetables intended for re-manufacture held in storages and factories,v722402,1.13.1,x
1973/09,Canada,Squash,Frozen vegetables intended for re-manufacture held in storages and factories,v722402,1.13.1,x
1973/10,Canada,Squash,Frozen vegetables intended for re-manufacture held in storages and factories,v722402,1.13.1,x
1973/11,Canada,Squash,Frozen vegetables intended for re-manufacture held in storages and factories,v722402,1.13.1,x
1973/12,Canada,Squash,Frozen vegetables intended for re-manufacture held in storages and factories,v722402,1.13.1,x
1974/01,Canada,Squash,Frozen vegetables intended for re-manufacture held in storages and factories,v722402,1.13.1,x
1974/02,Canada,Squash,Frozen vegetables intended for re-manufacture held in storages and factories,v722402,1.13.1,x
1974/03,Canada,Squash,Frozen vegetables intended for re-manufacture held in storages and factories,v722402,1.13.1,x
1974/04,Canada,Squash,Frozen vegetables intended for re-manufacture held in storages and factories,v722402,1.13.1,x
1974/05,Canada,Squash,Frozen vegetables intended for re-manufacture held in storages and factories,v722402,1.13.1,x
1974/06,Canada,Squash,Frozen vegetables intended for re-manufacture held in storages and factories,v722402,1.13.1,x
1974/07,Canada,Squash,Frozen vegetables intended for re-manufacture held in storages and factories,v722402,1.13.1,x
1974/08,Canada,Squash,Frozen vegetables intended for re-manufacture held in storages and factories,v722402,1.13.1,x
1974/09,Canada,Squash,Frozen vegetables intended for re-manufacture held in storages and factories,v722402,1.13.1,x
1974/10,Canada,Squash,Frozen vegetables intended for re-manufacture held in storages and factories,v722402,1.13.1,x
1974/11,Canada,Squash,Frozen vegetables intended for re-manufacture held in storages and factories,v722402,1.13.1,x
1974/12,Canada,Squash,Frozen vegetables intended for re-manufacture held in storages and factories,v722402,1.13.1,x
1975/01,Canada,Squash,Frozen vegetables intended for re-manufacture held in storages and factories,v722402,1.13.1,x
1975/02,Canada,Squash,Frozen vegetables intended for re-manufacture held in storages and factories,v722402,1.13.1,x
1975/03,Canada,Squash,Frozen vegetables intended for re-manufacture held in storages and factories,v722402,1.13.1,x
1975/04,Canada,Squash,Frozen vegetables intended for re-manufacture held in storages and factories,v722402,1.13.1,x
1975/05,Canada,Squash,Frozen vegetables intended for re-manufacture held in storages and factories,v722402,1.13.1,x
1975/06,Canada,Squash,Frozen vegetables intended for re-manufacture held in storages and factories,v722402,1.13.1,x
