Ref_Date,GEO,FRUIT,CONTAINER,Vector,Coordinate,Value
1985/05,Canada,Strawberries,Containers over 13.6 kilograms,v722289,1.8.3,1722.0
1985/06,Canada,Strawberries,Containers over 13.6 kilograms,v722289,1.8.3,1521.0
1985/07,Canada,Strawberries,Containers over 13.6 kilograms,v722289,1.8.3,1777.0
1985/08,Canada,Strawberries,Containers over 13.6 kilograms,v722289,1.8.3,2524.0
1985/09,Canada,Strawberries,Containers over 13.6 kilograms,v722289,1.8.3,2497.0
1985/10,Canada,Strawberries,Containers over 13.6 kilograms,v722289,1.8.3,2244.0
1985/11,Canada,Strawberries,Containers over 13.6 kilograms,v722289,1.8.3,1929.0
1985/12,Canada,Strawberries,Containers over 13.6 kilograms,v722289,1.8.3,1825.0
1986/01,Canada,Strawberries,Containers over 13.6 kilograms,v722289,1.8.3,1567.0
1986/02,Canada,Strawberries,Containers over 13.6 kilograms,v722289,1.8.3,1767.0
1986/03,Canada,Strawberries,Containers over 13.6 kilograms,v722289,1.8.3,1668.0
1986/04,Canada,Strawberries,Containers over 13.6 kilograms,v722289,1.8.3,1314.0
1986/05,Canada,Strawberries,Containers over 13.6 kilograms,v722289,1.8.3,892.0
1986/06,Canada,Strawberries,Containers over 13.6 kilograms,v722289,1.8.3,1193.0
1986/07,Canada,Strawberries,Containers over 13.6 kilograms,v722289,1.8.3,1857.0
1986/08,Canada,Strawberries,Containers over 13.6 kilograms,v722289,1.8.3,2077.0
1986/09,Canada,Strawberries,Containers over 13.6 kilograms,v722289,1.8.3,2106.0
1986/10,Canada,Strawberries,Containers over 13.6 kilograms,v722289,1.8.3,1731.0
1986/11,Canada,Strawberries,Containers over 13.6 kilograms,v722289,1.8.3,1511.0
1986/12,Canada,Strawberries,Containers over 13.6 kilograms,v722289,1.8.3,1482.0
1970/01,Canada,Strawberries,"Frozen fruit, all containers",v722299,1.8.5,7096.0
1970/02,Canada,Strawberries,"Frozen fruit, all containers",v722299,1.8.5,6351.0
1970/03,Canada,Strawberries,"Frozen fruit, all containers",v722299,1.8.5,5664.0
1970/04,Canada,Strawberries,"Frozen fruit, all containers",v722299,1.8.5,5357.0
1970/05,Canada,Strawberries,"Frozen fruit, all containers",v722299,1.8.5,5207.0
1970/06,Canada,Strawberries,"Frozen fruit, all containers",v722299,1.8.5,4760.0
1970/07,Canada,Strawberries,"Frozen fruit, all containers",v722299,1.8.5,9478.0
1970/08,Canada,Strawberries,"Frozen fruit, all containers",v722299,1.8.5,9600.0
1970/09,Canada,Strawberries,"Frozen fruit, all containers",v722299,1.8.5,9698.0
1970/10,Canada,Strawberries,"Frozen fruit, all containers",v722299,1.8.5,9455.0
1970/11,Canada,Strawberries,"Frozen fruit, all containers",v722299,1.8.5,8797.0
1970/12,Canada,Strawberries,"Frozen fruit, all containers",v722299,1.8.5,8426.0
1971/01,Canada,Strawberries,"Frozen fruit, all containers",v722299,1.8.5,7158.0
1971/02,Canada,Strawberries,"Frozen fruit, all containers",v722299,1.8.5,7199.0
1971/03,Canada,Strawberries,"Frozen fruit, all containers",v722299,1.8.5,6212.0
1971/04,Canada,Strawberries,"Frozen fruit, all containers",v722299,1.8.5,5699.0
1971/05,Canada,Strawberries,"Frozen fruit, all containers",v722299,1.8.5,4735.0
1971/06,Canada,Strawberries,"Frozen fruit, all containers",v722299,1.8.5,4023.0
1971/07,Canada,Strawberries,"Frozen fruit, all containers",v722299,1.8.5,4824.0
1971/08,Canada,Strawberries,"Frozen fruit, all containers",v722299,1.8.5,7833.0
1971/09,Canada,Strawberries,"Frozen fruit, all containers",v722299,1.8.5,7345.0
1971/10,Canada,Strawberries,"Frozen fruit, all containers",v722299,1.8.5,6465.0
1971/11,Canada,Strawberries,"Frozen fruit, all containers",v722299,1.8.5,6493.0
1971/12,Canada,Strawberries,"Frozen fruit, all containers",v722299,1.8.5,6485.0
1972/01,Canada,Strawberries,"Frozen fruit, all containers",v722299,1.8.5,5210.0
1972/02,Canada,Strawberries,"Frozen fruit, all containers",v722299,1.8.5,4990.0
1972/03,Canada,Strawberries,"Frozen fruit, all containers",v722299,1.8.5,4338.0
1972/04,Canada,Strawberries,"Frozen fruit, all containers",v722299,1.8.5,3804.0
1972/05,Canada,Strawberries,"Frozen fruit, all containers",v722299,1.8.5,3703.0
1972/06,Canada,Strawberries,"Frozen fruit, all containers",v722299,1.8.5,3122.0
1972/07,Canada,Strawberries,"Frozen fruit, all containers",v722299,1.8.5,4844.0
1972/08,Canada,Strawberries,"Frozen fruit, all containers",v722299,1.8.5,6411.0
1972/09,Canada,Strawberries,"Frozen fruit, all containers",v722299,1.8.5,5890.0
1972/10,Canada,Strawberries,"Frozen fruit, all containers",v722299,1.8.5,5672.0
1972/11,Canada,Strawberries,"Frozen fruit, all containers",v722299,1.8.5,5320.0
1972/12,Canada,Strawberries,"Frozen fruit, all containers",v722299,1.8.5,4646.0
1973/01,Canada,Strawberries,"Frozen fruit, all containers",v722299,1.8.5,4154.0
1973/02,Canada,Strawberries,"Frozen fruit, all containers",v722299,1.8.5,3893.0
1973/03,Canada,Strawberries,"Frozen fruit, all containers",v722299,1.8.5,3082.0
1973/04,Canada,Strawberries,"Frozen fruit, all containers",v722299,1.8.5,2711.0
1973/05,Canada,Strawberries,"Frozen fruit, all containers",v722299,1.8.5,2681.0
1973/06,Canada,Strawberries,"Frozen fruit, all containers",v722299,1.8.5,2319.0
1973/07,Canada,Strawberries,"Frozen fruit, all containers",v722299,1.8.5,4358.0
1973/08,Canada,Strawberries,"Frozen fruit, all containers",v722299,1.8.5,6164.0
1973/09,Canada,Strawberries,"Frozen fruit, all containers",v722299,1.8.5,5768.0
1973/10,Canada,Strawberries,"Frozen fruit, all containers",v722299,1.8.5,5063.0
1973/11,Canada,Strawberries,"Frozen fruit, all containers",v722299,1.8.5,4918.0
1973/12,Canada,Strawberries,"Frozen fruit, all containers",v722299,1.8.5,4576.0
1974/01,Canada,Strawberries,"Frozen fruit, all containers",v722299,1.8.5,4203.0
1974/02,Canada,Strawberries,"Frozen fruit, all containers",v722299,1.8.5,3817.0
1974/03,Canada,Strawberries,"Frozen fruit, all containers",v722299,1.8.5,3457.0
1974/04,Canada,Strawberries,"Frozen fruit, all containers",v722299,1.8.5,3675.0
1974/05,Canada,Strawberries,"Frozen fruit, all containers",v722299,1.8.5,3719.0
1974/06,Canada,Strawberries,"Frozen fruit, all containers",v722299,1.8.5,3718.0
1974/07,Canada,Strawberries,"Frozen fruit, all containers",v722299,1.8.5,6015.0
1974/08,Canada,Strawberries,"Frozen fruit, all containers",v722299,1.8.5,8758.0
1974/09,Canada,Strawberries,"Frozen fruit, all containers",v722299,1.8.5,7928.0
1974/10,Canada,Strawberries,"Frozen fruit, all containers",v722299,1.8.5,8303.0
1974/11,Canada,Strawberries,"Frozen fruit, all containers",v722299,1.8.5,8201.0
1974/12,Canada,Strawberries,"Frozen fruit, all containers",v722299,1.8.5,7491.0
1975/01,Canada,Strawberries,"Frozen fruit, all containers",v722299,1.8.5,6516.0
1975/02,Canada,Strawberries,"Frozen fruit, all containers",v722299,1.8.5,5877.0
1975/03,Canada,Strawberries,"Frozen fruit, all containers",v722299,1.8.5,5523.0
1975/04,Canada,Strawberries,"Frozen fruit, all containers",v722299,1.8.5,5286.0
1975/05,Canada,Strawberries,"Frozen fruit, all containers",v722299,1.8.5,4797.0
1975/06,Canada,Strawberries,"Frozen fruit, all containers",v722299,1.8.5,4244.0
1975/07,Canada,Strawberries,"Frozen fruit, all containers",v722299,1.8.5,4589.0
1975/08,Canada,Strawberries,"Frozen fruit, all containers",v722299,1.8.5,5294.0
1975/09,Canada,Strawberries,"Frozen fruit, all containers",v722299,1.8.5,4849.0
1975/10,Canada,Strawberries,"Frozen fruit, all containers",v722299,1.8.5,4588.0
1975/11,Canada,Strawberries,"Frozen fruit, all containers",v722299,1.8.5,4805.0
1975/12,Canada,Strawberries,"Frozen fruit, all containers",v722299,1.8.5,3907.0
1976/01,Canada,Strawberries,"Frozen fruit, all containers",v722299,1.8.5,3605.0
1976/02,Canada,Strawberries,"Frozen fruit, all containers",v722299,1.8.5,3324.0
1976/03,Canada,Strawberries,"Frozen fruit, all containers",v722299,1.8.5,3205.0
1976/04,Canada,Strawberries,"Frozen fruit, all containers",v722299,1.8.5,2694.0
1976/05,Canada,Strawberries,"Frozen fruit, all containers",v722299,1.8.5,2506.0
1976/06,Canada,Strawberries,"Frozen fruit, all containers",v722299,1.8.5,2672.0
1976/07,Canada,Strawberries,"Frozen fruit, all containers",v722299,1.8.5,3225.0
1976/08,Canada,Strawberries,"Frozen fruit, all containers",v722299,1.8.5,5834.0
1976/09,Canada,Strawberries,"Frozen fruit, all containers",v722299,1.8.5,5700.0
1976/10,Canada,Strawberries,"Frozen fruit, all containers",v722299,1.8.5,5566.0
1976/11,Canada,Strawberries,"Frozen fruit, all containers",v722299,1.8.5,5162.0
1976/12,Canada,Strawberries,"Frozen fruit, all containers",v722299,1.8.5,4701.0
1977/01,Canada,Strawberries,"Frozen fruit, all containers",v722299,1.8.5,4711.0
1977/02,Canada,Strawberries,"Frozen fruit, all containers",v722299,1.8.5,3961.0
1977/03,Canada,Strawberries,"Frozen fruit, all containers",v722299,1.8.5,3893.0
1977/04,Canada,Strawberries,"Frozen fruit, all containers",v722299,1.8.5,3445.0
1977/05,Canada,Strawberries,"Frozen fruit, all containers",v722299,1.8.5,3473.0
1977/06,Canada,Strawberries,"Frozen fruit, all containers",v722299,1.8.5,3239.0
1977/07,Canada,Strawberries,"Frozen fruit, all containers",v722299,1.8.5,5271.0
1977/08,Canada,Strawberries,"Frozen fruit, all containers",v722299,1.8.5,6124.0
1977/09,Canada,Strawberries,"Frozen fruit, all containers",v722299,1.8.5,5719.0
1977/10,Canada,Strawberries,"Frozen fruit, all containers",v722299,1.8.5,6144.0
1977/11,Canada,Strawberries,"Frozen fruit, all containers",v722299,1.8.5,4862.0
1977/12,Canada,Strawberries,"Frozen fruit, all containers",v722299,1.8.5,4612.0
1978/01,Canada,Strawberries,"Frozen fruit, all containers",v722299,1.8.5,4736.0
1978/02,Canada,Strawberries,"Frozen fruit, all containers",v722299,1.8.5,4325.0
1978/03,Canada,Strawberries,"Frozen fruit, all containers",v722299,1.8.5,4112.0
1978/04,Canada,Strawberries,"Frozen fruit, all containers",v722299,1.8.5,3756.0
1978/05,Canada,Strawberries,"Frozen fruit, all containers",v722299,1.8.5,4388.0
1978/06,Canada,Strawberries,"Frozen fruit, all containers",v722299,1.8.5,4407.0
1978/07,Canada,Strawberries,"Frozen fruit, all containers",v722299,1.8.5,6528.0
1978/08,Canada,Strawberries,"Frozen fruit, all containers",v722299,1.8.5,8329.0
1978/09,Canada,Strawberries,"Frozen fruit, all containers",v722299,1.8.5,7397.0
1978/10,Canada,Strawberries,"Frozen fruit, all containers",v722299,1.8.5,7325.0
1978/11,Canada,Strawberries,"Frozen fruit, all containers",v722299,1.8.5,7226.0
1978/12,Canada,Strawberries,"Frozen fruit, all containers",v722299,1.8.5,6797.0
1979/01,Canada,Strawberries,"Frozen fruit, all containers",v722299,1.8.5,6485.0
1979/02,Canada,Strawberries,"Frozen fruit, all containers",v722299,1.8.5,5806.0
1979/03,Canada,Strawberries,"Frozen fruit, all containers",v722299,1.8.5,5047.0
1979/04,Canada,Strawberries,"Frozen fruit, all containers",v722299,1.8.5,4601.0
1979/05,Canada,Strawberries,"Frozen fruit, all containers",v722299,1.8.5,4637.0
1979/06,Canada,Strawberries,"Frozen fruit, all containers",v722299,1.8.5,4986.0
1979/07,Canada,Strawberries,"Frozen fruit, all containers",v722299,1.8.5,7154.0
1979/08,Canada,Strawberries,"Frozen fruit, all containers",v722299,1.8.5,8586.0
1979/09,Canada,Strawberries,"Frozen fruit, all containers",v722299,1.8.5,8156.0
1979/10,Canada,Strawberries,"Frozen fruit, all containers",v722299,1.8.5,7944.0
1979/11,Canada,Strawberries,"Frozen fruit, all containers",v722299,1.8.5,7884.0
1979/12,Canada,Strawberries,"Frozen fruit, all containers",v722299,1.8.5,7282.0
1980/01,Canada,Strawberries,"Frozen fruit, all containers",v722299,1.8.5,6383.0
1980/02,Canada,Strawberries,"Frozen fruit, all containers",v722299,1.8.5,5742.0
1980/03,Canada,Strawberries,"Frozen fruit, all containers",v722299,1.8.5,5171.0
1980/04,Canada,Strawberries,"Frozen fruit, all containers",v722299,1.8.5,4810.0
1980/05,Canada,Strawberries,"Frozen fruit, all containers",v722299,1.8.5,4380.0
1980/06,Canada,Strawberries,"Frozen fruit, all containers",v722299,1.8.5,3904.0
1980/07,Canada,Strawberries,"Frozen fruit, all containers",v722299,1.8.5,5218.0
1980/08,Canada,Strawberries,"Frozen fruit, all containers",v722299,1.8.5,5811.0
1980/09,Canada,Strawberries,"Frozen fruit, all containers",v722299,1.8.5,5441.0
1980/10,Canada,Strawberries,"Frozen fruit, all containers",v722299,1.8.5,5004.0
1980/11,Canada,Strawberries,"Frozen fruit, all containers",v722299,1.8.5,4784.0
1980/12,Canada,Strawberries,"Frozen fruit, all containers",v722299,1.8.5,4795.0
1981/01,Canada,Strawberries,"Frozen fruit, all containers",v722299,1.8.5,4404.0
1981/02,Canada,Strawberries,"Frozen fruit, all containers",v722299,1.8.5,4051.0
1981/03,Canada,Strawberries,"Frozen fruit, all containers",v722299,1.8.5,3769.0
1981/04,Canada,Strawberries,"Frozen fruit, all containers",v722299,1.8.5,3224.0
1981/05,Canada,Strawberries,"Frozen fruit, all containers",v722299,1.8.5,2985.0
1981/06,Canada,Strawberries,"Frozen fruit, all containers",v722299,1.8.5,2832.0
1981/07,Canada,Strawberries,"Frozen fruit, all containers",v722299,1.8.5,3832.0
1981/08,Canada,Strawberries,"Frozen fruit, all containers",v722299,1.8.5,6501.0
1981/09,Canada,Strawberries,"Frozen fruit, all containers",v722299,1.8.5,6534.0
1981/10,Canada,Strawberries,"Frozen fruit, all containers",v722299,1.8.5,5780.0
1981/11,Canada,Strawberries,"Frozen fruit, all containers",v722299,1.8.5,5332.0
1981/12,Canada,Strawberries,"Frozen fruit, all containers",v722299,1.8.5,5049.0
1982/01,Canada,Strawberries,"Frozen fruit, all containers",v722299,1.8.5,4479.0
1982/02,Canada,Strawberries,"Frozen fruit, all containers",v722299,1.8.5,4031.0
1982/03,Canada,Strawberries,"Frozen fruit, all containers",v722299,1.8.5,3510.0
1982/04,Canada,Strawberries,"Frozen fruit, all containers",v722299,1.8.5,3186.0
1982/05,Canada,Strawberries,"Frozen fruit, all containers",v722299,1.8.5,4091.0
1982/06,Canada,Strawberries,"Frozen fruit, all containers",v722299,1.8.5,3848.0
1982/07,Canada,Strawberries,"Frozen fruit, all containers",v722299,1.8.5,6581.0
1982/08,Canada,Strawberries,"Frozen fruit, all containers",v722299,1.8.5,7963.0
1982/09,Canada,Strawberries,"Frozen fruit, all containers",v722299,1.8.5,7182.0
1982/10,Canada,Strawberries,"Frozen fruit, all containers",v722299,1.8.5,6937.0
1982/11,Canada,Strawberries,"Frozen fruit, all containers",v722299,1.8.5,7346.0
1982/12,Canada,Strawberries,"Frozen fruit, all containers",v722299,1.8.5,6576.0
1983/01,Canada,Strawberries,"Frozen fruit, all containers",v722299,1.8.5,6490.0
1983/02,Canada,Strawberries,"Frozen fruit, all containers",v722299,1.8.5,5806.0
1983/03,Canada,Strawberries,"Frozen fruit, all containers",v722299,1.8.5,4953.0
1983/04,Canada,Strawberries,"Frozen fruit, all containers",v722299,1.8.5,4138.0
1983/05,Canada,Strawberries,"Frozen fruit, all containers",v722299,1.8.5,3872.0
1983/06,Canada,Strawberries,"Frozen fruit, all containers",v722299,1.8.5,4473.0
1983/07,Canada,Strawberries,"Frozen fruit, all containers",v722299,1.8.5,8543.0
1983/08,Canada,Strawberries,"Frozen fruit, all containers",v722299,1.8.5,8086.0
1983/09,Canada,Strawberries,"Frozen fruit, all containers",v722299,1.8.5,7462.0
1983/10,Canada,Strawberries,"Frozen fruit, all containers",v722299,1.8.5,7297.0
1983/11,Canada,Strawberries,"Frozen fruit, all containers",v722299,1.8.5,6891.0
1983/12,Canada,Strawberries,"Frozen fruit, all containers",v722299,1.8.5,6529.0
1984/01,Canada,Strawberries,"Frozen fruit, all containers",v722299,1.8.5,5964.0
1984/02,Canada,Strawberries,"Frozen fruit, all containers",v722299,1.8.5,5970.0
1984/03,Canada,Strawberries,"Frozen fruit, all containers",v722299,1.8.5,5435.0
1984/04,Canada,Strawberries,"Frozen fruit, all containers",v722299,1.8.5,5072.0
1984/05,Canada,Strawberries,"Frozen fruit, all containers",v722299,1.8.5,5046.0
1984/06,Canada,Strawberries,"Frozen fruit, all containers",v722299,1.8.5,4997.0
1984/07,Canada,Strawberries,"Frozen fruit, all containers",v722299,1.8.5,6251.0
1984/08,Canada,Strawberries,"Frozen fruit, all containers",v722299,1.8.5,8091.0
1984/09,Canada,Strawberries,"Frozen fruit, all containers",v722299,1.8.5,7587.0
1984/10,Canada,Strawberries,"Frozen fruit, all containers",v722299,1.8.5,7213.0
1984/11,Canada,Strawberries,"Frozen fruit, all containers",v722299,1.8.5,6475.0
1984/12,Canada,Strawberries,"Frozen fruit, all containers",v722299,1.8.5,5541.0
1985/01,Canada,Strawberries,"Frozen fruit, all containers",v722299,1.8.5,5346.0
1985/02,Canada,Strawberries,"Frozen fruit, all containers",v722299,1.8.5,5173.0
1985/03,Canada,Strawberries,"Frozen fruit, all containers",v722299,1.8.5,4671.0
1985/04,Canada,Strawberries,"Frozen fruit, all containers",v722299,1.8.5,4407.0
1985/05,Canada,Strawberries,"Frozen fruit, all containers",v722299,1.8.5,4108.0
1985/06,Canada,Strawberries,"Frozen fruit, all containers",v722299,1.8.5,3768.0
1985/07,Canada,Strawberries,"Frozen fruit, all containers",v722299,1.8.5,4897.0
1985/08,Canada,Strawberries,"Frozen fruit, all containers",v722299,1.8.5,6110.0
1985/09,Canada,Strawberries,"Frozen fruit, all containers",v722299,1.8.5,6375.0
1985/10,Canada,Strawberries,"Frozen fruit, all containers",v722299,1.8.5,6080.0
1985/11,Canada,Strawberries,"Frozen fruit, all containers",v722299,1.8.5,5222.0
1985/12,Canada,Strawberries,"Frozen fruit, all containers",v722299,1.8.5,4802.0
1986/01,Canada,Strawberries,"Frozen fruit, all containers",v722299,1.8.5,4169.0
1986/02,Canada,Strawberries,"Frozen fruit, all containers",v722299,1.8.5,4689.0
1986/03,Canada,Strawberries,"Frozen fruit, all containers",v722299,1.8.5,4249.0
1986/04,Canada,Strawberries,"Frozen fruit, all containers",v722299,1.8.5,3745.0
1986/05,Canada,Strawberries,"Frozen fruit, all containers",v722299,1.8.5,3034.0
1986/06,Canada,Strawberries,"Frozen fruit, all containers",v722299,1.8.5,2691.0
1986/07,Canada,Strawberries,"Frozen fruit, all containers",v722299,1.8.5,4890.0
1986/08,Canada,Strawberries,"Frozen fruit, all containers",v722299,1.8.5,6059.0
1986/09,Canada,Strawberries,"Frozen fruit, all containers",v722299,1.8.5,5178.0
1986/10,Canada,Strawberries,"Frozen fruit, all containers",v722299,1.8.5,4666.0
1986/11,Canada,Strawberries,"Frozen fruit, all containers",v722299,1.8.5,4357.0
1986/12,Canada,Strawberries,"Frozen fruit, all containers",v722299,1.8.5,4292.0
1970/01,Canada,Strawberries,Fruit in sulphur dioxide (SO2),v722308,1.8.6,606.0
1970/02,Canada,Strawberries,Fruit in sulphur dioxide (SO2),v722308,1.8.6,648.0
1970/03,Canada,Strawberries,Fruit in sulphur dioxide (SO2),v722308,1.8.6,569.0
1970/04,Canada,Strawberries,Fruit in sulphur dioxide (SO2),v722308,1.8.6,495.0
1970/05,Canada,Strawberries,Fruit in sulphur dioxide (SO2),v722308,1.8.6,425.0
1970/06,Canada,Strawberries,Fruit in sulphur dioxide (SO2),v722308,1.8.6,416.0
1970/07,Canada,Strawberries,Fruit in sulphur dioxide (SO2),v722308,1.8.6,318.0
1970/08,Canada,Strawberries,Fruit in sulphur dioxide (SO2),v722308,1.8.6,285.0
1970/09,Canada,Strawberries,Fruit in sulphur dioxide (SO2),v722308,1.8.6,232.0
1970/10,Canada,Strawberries,Fruit in sulphur dioxide (SO2),v722308,1.8.6,226.0
1970/11,Canada,Strawberries,Fruit in sulphur dioxide (SO2),v722308,1.8.6,350.0
1970/12,Canada,Strawberries,Fruit in sulphur dioxide (SO2),v722308,1.8.6,622.0
