Ref_Date,GEO,AGE,SEX,HEALTH,STATS,Vector,Coordinate,Value
2001,Outside Inuit Nunangat,25 to 54 years,Female,Good perceived general health,Percent,v97102951,7.4.3.5.2,F
2006,Outside Inuit Nunangat,25 to 54 years,Female,Good perceived general health,Percent,v97102951,7.4.3.5.2,23.9
2012,Outside Inuit Nunangat,25 to 54 years,Female,Good perceived general health,Percent,v97102951,7.4.3.5.2,22.4
2001,Outside Inuit Nunangat,25 to 54 years,Female,Good perceived general health,Low 95% confidence interval (percent),v97102952,7.4.3.5.3,F
2006,Outside Inuit Nunangat,25 to 54 years,Female,Good perceived general health,Low 95% confidence interval (percent),v97102952,7.4.3.5.3,16.8
2012,Outside Inuit Nunangat,25 to 54 years,Female,Good perceived general health,Low 95% confidence interval (percent),v97102952,7.4.3.5.3,14.0
2001,Outside Inuit Nunangat,25 to 54 years,Female,Good perceived general health,High 95% confidence interval (percent),v97102953,7.4.3.5.4,F
2006,Outside Inuit Nunangat,25 to 54 years,Female,Good perceived general health,High 95% confidence interval (percent),v97102953,7.4.3.5.4,33.0
2012,Outside Inuit Nunangat,25 to 54 years,Female,Good perceived general health,High 95% confidence interval (percent),v97102953,7.4.3.5.4,33.6
2001,Outside Inuit Nunangat,25 to 54 years,Female,Fair or poor perceived general health,Number of persons,v97102954,7.4.3.6.1,F
2006,Outside Inuit Nunangat,25 to 54 years,Female,Fair or poor perceived general health,Number of persons,v97102954,7.4.3.6.1,530.0
2012,Outside Inuit Nunangat,25 to 54 years,Female,Fair or poor perceived general health,Number of persons,v97102954,7.4.3.6.1,F
2001,Outside Inuit Nunangat,25 to 54 years,Female,Fair or poor perceived general health,Percent,v97102955,7.4.3.6.2,F
2006,Outside Inuit Nunangat,25 to 54 years,Female,Fair or poor perceived general health,Percent,v97102955,7.4.3.6.2,13.9
2012,Outside Inuit Nunangat,25 to 54 years,Female,Fair or poor perceived general health,Percent,v97102955,7.4.3.6.2,F
2001,Outside Inuit Nunangat,25 to 54 years,Female,Fair or poor perceived general health,Low 95% confidence interval (percent),v97102956,7.4.3.6.3,F
2006,Outside Inuit Nunangat,25 to 54 years,Female,Fair or poor perceived general health,Low 95% confidence interval (percent),v97102956,7.4.3.6.3,8.8
2012,Outside Inuit Nunangat,25 to 54 years,Female,Fair or poor perceived general health,Low 95% confidence interval (percent),v97102956,7.4.3.6.3,F
2001,Outside Inuit Nunangat,25 to 54 years,Female,Fair or poor perceived general health,High 95% confidence interval (percent),v97102957,7.4.3.6.4,F
2006,Outside Inuit Nunangat,25 to 54 years,Female,Fair or poor perceived general health,High 95% confidence interval (percent),v97102957,7.4.3.6.4,21.4
2012,Outside Inuit Nunangat,25 to 54 years,Female,Fair or poor perceived general health,High 95% confidence interval (percent),v97102957,7.4.3.6.4,F
2001,Outside Inuit Nunangat,25 to 54 years,Female,Perceived general health not specified,Number of persons,v97102958,7.4.3.7.1,F
2006,Outside Inuit Nunangat,25 to 54 years,Female,Perceived general health not specified,Number of persons,v97102958,7.4.3.7.1,F
2012,Outside Inuit Nunangat,25 to 54 years,Female,Perceived general health not specified,Number of persons,v97102958,7.4.3.7.1,F
2001,Outside Inuit Nunangat,25 to 54 years,Female,Perceived general health not specified,Percent,v97102959,7.4.3.7.2,F
2006,Outside Inuit Nunangat,25 to 54 years,Female,Perceived general health not specified,Percent,v97102959,7.4.3.7.2,F
2012,Outside Inuit Nunangat,25 to 54 years,Female,Perceived general health not specified,Percent,v97102959,7.4.3.7.2,F
2001,Outside Inuit Nunangat,25 to 54 years,Female,Perceived general health not specified,Low 95% confidence interval (percent),v97102960,7.4.3.7.3,F
2006,Outside Inuit Nunangat,25 to 54 years,Female,Perceived general health not specified,Low 95% confidence interval (percent),v97102960,7.4.3.7.3,F
2012,Outside Inuit Nunangat,25 to 54 years,Female,Perceived general health not specified,Low 95% confidence interval (percent),v97102960,7.4.3.7.3,F
2001,Outside Inuit Nunangat,25 to 54 years,Female,Perceived general health not specified,High 95% confidence interval (percent),v97102961,7.4.3.7.4,F
2006,Outside Inuit Nunangat,25 to 54 years,Female,Perceived general health not specified,High 95% confidence interval (percent),v97102961,7.4.3.7.4,F
2012,Outside Inuit Nunangat,25 to 54 years,Female,Perceived general health not specified,High 95% confidence interval (percent),v97102961,7.4.3.7.4,F
2001,Outside Inuit Nunangat,55 years and over,Both sexes,"Total, perceived general health",Number of persons,v97102962,7.5.1.1.1,570.0
2006,Outside Inuit Nunangat,55 years and over,Both sexes,"Total, perceived general health",Number of persons,v97102962,7.5.1.1.1,1540.0
2012,Outside Inuit Nunangat,55 years and over,Both sexes,"Total, perceived general health",Number of persons,v97102962,7.5.1.1.1,3250.0
2001,Outside Inuit Nunangat,55 years and over,Both sexes,"Total, perceived general health",Percent,v97102963,7.5.1.1.2,100.0
2006,Outside Inuit Nunangat,55 years and over,Both sexes,"Total, perceived general health",Percent,v97102963,7.5.1.1.2,100.0
2012,Outside Inuit Nunangat,55 years and over,Both sexes,"Total, perceived general health",Percent,v97102963,7.5.1.1.2,100.0
2001,Outside Inuit Nunangat,55 years and over,Both sexes,"Total, perceived general health",Low 95% confidence interval (percent),v97102964,7.5.1.1.3,100.0
2006,Outside Inuit Nunangat,55 years and over,Both sexes,"Total, perceived general health",Low 95% confidence interval (percent),v97102964,7.5.1.1.3,100.0
2012,Outside Inuit Nunangat,55 years and over,Both sexes,"Total, perceived general health",Low 95% confidence interval (percent),v97102964,7.5.1.1.3,100.0
2001,Outside Inuit Nunangat,55 years and over,Both sexes,"Total, perceived general health",High 95% confidence interval (percent),v97102965,7.5.1.1.4,100.0
2006,Outside Inuit Nunangat,55 years and over,Both sexes,"Total, perceived general health",High 95% confidence interval (percent),v97102965,7.5.1.1.4,100.0
2012,Outside Inuit Nunangat,55 years and over,Both sexes,"Total, perceived general health",High 95% confidence interval (percent),v97102965,7.5.1.1.4,100.0
2001,Outside Inuit Nunangat,55 years and over,Both sexes,Excellent or very good perceived general health,Number of persons,v97102966,7.5.1.2.1,F
2006,Outside Inuit Nunangat,55 years and over,Both sexes,Excellent or very good perceived general health,Number of persons,v97102966,7.5.1.2.1,600.0
2012,Outside Inuit Nunangat,55 years and over,Both sexes,Excellent or very good perceived general health,Number of persons,v97102966,7.5.1.2.1,1180.0
2001,Outside Inuit Nunangat,55 years and over,Both sexes,Excellent or very good perceived general health,Percent,v97102967,7.5.1.2.2,F
2006,Outside Inuit Nunangat,55 years and over,Both sexes,Excellent or very good perceived general health,Percent,v97102967,7.5.1.2.2,39.0
2012,Outside Inuit Nunangat,55 years and over,Both sexes,Excellent or very good perceived general health,Percent,v97102967,7.5.1.2.2,36.3
2001,Outside Inuit Nunangat,55 years and over,Both sexes,Excellent or very good perceived general health,Low 95% confidence interval (percent),v97102968,7.5.1.2.3,F
2006,Outside Inuit Nunangat,55 years and over,Both sexes,Excellent or very good perceived general health,Low 95% confidence interval (percent),v97102968,7.5.1.2.3,28.1
2012,Outside Inuit Nunangat,55 years and over,Both sexes,Excellent or very good perceived general health,Low 95% confidence interval (percent),v97102968,7.5.1.2.3,23.3
2001,Outside Inuit Nunangat,55 years and over,Both sexes,Excellent or very good perceived general health,High 95% confidence interval (percent),v97102969,7.5.1.2.4,F
2006,Outside Inuit Nunangat,55 years and over,Both sexes,Excellent or very good perceived general health,High 95% confidence interval (percent),v97102969,7.5.1.2.4,51.3
2012,Outside Inuit Nunangat,55 years and over,Both sexes,Excellent or very good perceived general health,High 95% confidence interval (percent),v97102969,7.5.1.2.4,51.5
2001,Outside Inuit Nunangat,55 years and over,Both sexes,Excellent perceived general health,Number of persons,v97102970,7.5.1.3.1,F
2006,Outside Inuit Nunangat,55 years and over,Both sexes,Excellent perceived general health,Number of persons,v97102970,7.5.1.3.1,F
2012,Outside Inuit Nunangat,55 years and over,Both sexes,Excellent perceived general health,Number of persons,v97102970,7.5.1.3.1,F
2001,Outside Inuit Nunangat,55 years and over,Both sexes,Excellent perceived general health,Percent,v97102971,7.5.1.3.2,F
2006,Outside Inuit Nunangat,55 years and over,Both sexes,Excellent perceived general health,Percent,v97102971,7.5.1.3.2,F
2012,Outside Inuit Nunangat,55 years and over,Both sexes,Excellent perceived general health,Percent,v97102971,7.5.1.3.2,F
2001,Outside Inuit Nunangat,55 years and over,Both sexes,Excellent perceived general health,Low 95% confidence interval (percent),v97102972,7.5.1.3.3,F
2006,Outside Inuit Nunangat,55 years and over,Both sexes,Excellent perceived general health,Low 95% confidence interval (percent),v97102972,7.5.1.3.3,F
2012,Outside Inuit Nunangat,55 years and over,Both sexes,Excellent perceived general health,Low 95% confidence interval (percent),v97102972,7.5.1.3.3,F
2001,Outside Inuit Nunangat,55 years and over,Both sexes,Excellent perceived general health,High 95% confidence interval (percent),v97102973,7.5.1.3.4,F
2006,Outside Inuit Nunangat,55 years and over,Both sexes,Excellent perceived general health,High 95% confidence interval (percent),v97102973,7.5.1.3.4,F
2012,Outside Inuit Nunangat,55 years and over,Both sexes,Excellent perceived general health,High 95% confidence interval (percent),v97102973,7.5.1.3.4,F
2001,Outside Inuit Nunangat,55 years and over,Both sexes,Very good perceived general health,Number of persons,v97102974,7.5.1.4.1,F
2006,Outside Inuit Nunangat,55 years and over,Both sexes,Very good perceived general health,Number of persons,v97102974,7.5.1.4.1,430.0
2012,Outside Inuit Nunangat,55 years and over,Both sexes,Very good perceived general health,Number of persons,v97102974,7.5.1.4.1,930.0
2001,Outside Inuit Nunangat,55 years and over,Both sexes,Very good perceived general health,Percent,v97102975,7.5.1.4.2,F
2006,Outside Inuit Nunangat,55 years and over,Both sexes,Very good perceived general health,Percent,v97102975,7.5.1.4.2,27.9
2012,Outside Inuit Nunangat,55 years and over,Both sexes,Very good perceived general health,Percent,v97102975,7.5.1.4.2,28.6
2001,Outside Inuit Nunangat,55 years and over,Both sexes,Very good perceived general health,Low 95% confidence interval (percent),v97102976,7.5.1.4.3,F
2006,Outside Inuit Nunangat,55 years and over,Both sexes,Very good perceived general health,Low 95% confidence interval (percent),v97102976,7.5.1.4.3,18.9
2012,Outside Inuit Nunangat,55 years and over,Both sexes,Very good perceived general health,Low 95% confidence interval (percent),v97102976,7.5.1.4.3,17.0
2001,Outside Inuit Nunangat,55 years and over,Both sexes,Very good perceived general health,High 95% confidence interval (percent),v97102977,7.5.1.4.4,F
2006,Outside Inuit Nunangat,55 years and over,Both sexes,Very good perceived general health,High 95% confidence interval (percent),v97102977,7.5.1.4.4,39.5
2012,Outside Inuit Nunangat,55 years and over,Both sexes,Very good perceived general health,High 95% confidence interval (percent),v97102977,7.5.1.4.4,44.2
2001,Outside Inuit Nunangat,55 years and over,Both sexes,Good perceived general health,Number of persons,v97102978,7.5.1.5.1,F
2006,Outside Inuit Nunangat,55 years and over,Both sexes,Good perceived general health,Number of persons,v97102978,7.5.1.5.1,370.0
2012,Outside Inuit Nunangat,55 years and over,Both sexes,Good perceived general health,Number of persons,v97102978,7.5.1.5.1,1170.0
2001,Outside Inuit Nunangat,55 years and over,Both sexes,Good perceived general health,Percent,v97102979,7.5.1.5.2,F
2006,Outside Inuit Nunangat,55 years and over,Both sexes,Good perceived general health,Percent,v97102979,7.5.1.5.2,24.0
2012,Outside Inuit Nunangat,55 years and over,Both sexes,Good perceived general health,Percent,v97102979,7.5.1.5.2,36.0
2001,Outside Inuit Nunangat,55 years and over,Both sexes,Good perceived general health,Low 95% confidence interval (percent),v97102980,7.5.1.5.3,F
2006,Outside Inuit Nunangat,55 years and over,Both sexes,Good perceived general health,Low 95% confidence interval (percent),v97102980,7.5.1.5.3,14.9
2012,Outside Inuit Nunangat,55 years and over,Both sexes,Good perceived general health,Low 95% confidence interval (percent),v97102980,7.5.1.5.3,20.8
2001,Outside Inuit Nunangat,55 years and over,Both sexes,Good perceived general health,High 95% confidence interval (percent),v97102981,7.5.1.5.4,F
2006,Outside Inuit Nunangat,55 years and over,Both sexes,Good perceived general health,High 95% confidence interval (percent),v97102981,7.5.1.5.4,36.2
2012,Outside Inuit Nunangat,55 years and over,Both sexes,Good perceived general health,High 95% confidence interval (percent),v97102981,7.5.1.5.4,54.6
2001,Outside Inuit Nunangat,55 years and over,Both sexes,Fair or poor perceived general health,Number of persons,v97102982,7.5.1.6.1,F
2006,Outside Inuit Nunangat,55 years and over,Both sexes,Fair or poor perceived general health,Number of persons,v97102982,7.5.1.6.1,570.0
2012,Outside Inuit Nunangat,55 years and over,Both sexes,Fair or poor perceived general health,Number of persons,v97102982,7.5.1.6.1,890.0
2001,Outside Inuit Nunangat,55 years and over,Both sexes,Fair or poor perceived general health,Percent,v97102983,7.5.1.6.2,F
2006,Outside Inuit Nunangat,55 years and over,Both sexes,Fair or poor perceived general health,Percent,v97102983,7.5.1.6.2,37.0
2012,Outside Inuit Nunangat,55 years and over,Both sexes,Fair or poor perceived general health,Percent,v97102983,7.5.1.6.2,27.4
2001,Outside Inuit Nunangat,55 years and over,Both sexes,Fair or poor perceived general health,Low 95% confidence interval (percent),v97102984,7.5.1.6.3,F
2006,Outside Inuit Nunangat,55 years and over,Both sexes,Fair or poor perceived general health,Low 95% confidence interval (percent),v97102984,7.5.1.6.3,25.2
2012,Outside Inuit Nunangat,55 years and over,Both sexes,Fair or poor perceived general health,Low 95% confidence interval (percent),v97102984,7.5.1.6.3,15.4
2001,Outside Inuit Nunangat,55 years and over,Both sexes,Fair or poor perceived general health,High 95% confidence interval (percent),v97102985,7.5.1.6.4,F
2006,Outside Inuit Nunangat,55 years and over,Both sexes,Fair or poor perceived general health,High 95% confidence interval (percent),v97102985,7.5.1.6.4,50.4
2012,Outside Inuit Nunangat,55 years and over,Both sexes,Fair or poor perceived general health,High 95% confidence interval (percent),v97102985,7.5.1.6.4,44.0
2001,Outside Inuit Nunangat,55 years and over,Both sexes,Perceived general health not specified,Number of persons,v97102986,7.5.1.7.1,F
2006,Outside Inuit Nunangat,55 years and over,Both sexes,Perceived general health not specified,Number of persons,v97102986,7.5.1.7.1,F
2012,Outside Inuit Nunangat,55 years and over,Both sexes,Perceived general health not specified,Number of persons,v97102986,7.5.1.7.1,F
2001,Outside Inuit Nunangat,55 years and over,Both sexes,Perceived general health not specified,Percent,v97102987,7.5.1.7.2,F
2006,Outside Inuit Nunangat,55 years and over,Both sexes,Perceived general health not specified,Percent,v97102987,7.5.1.7.2,F
2012,Outside Inuit Nunangat,55 years and over,Both sexes,Perceived general health not specified,Percent,v97102987,7.5.1.7.2,F
