Ref_Date,GEO,SUP,TYP,Vector,Coordinate,Value
1980,Canada,Seed requirements,"Canola (rapeseed) (x 1,000)",v383370,1.31.6,10.3
1981,Canada,Seed requirements,"Canola (rapeseed) (x 1,000)",v383370,1.31.6,13.1
1982,Canada,Seed requirements,"Canola (rapeseed) (x 1,000)",v383370,1.31.6,17.1
1983,Canada,Seed requirements,"Canola (rapeseed) (x 1,000)",v383370,1.31.6,22.7
1984,Canada,Seed requirements,"Canola (rapeseed) (x 1,000)",v383370,1.31.6,20.5
1985,Canada,Seed requirements,"Canola (rapeseed) (x 1,000)",v383370,1.31.6,19.0
1986,Canada,Seed requirements,"Canola (rapeseed) (x 1,000)",v383370,1.31.6,19.1
1987,Canada,Seed requirements,"Canola (rapeseed) (x 1,000)",v383370,1.31.6,26.8
1988,Canada,Seed requirements,"Canola (rapeseed) (x 1,000)",v383370,1.31.6,21.0
1989,Canada,Seed requirements,"Canola (rapeseed) (x 1,000)",v383370,1.31.6,18.2
1990,Canada,Seed requirements,"Canola (rapeseed) (x 1,000)",v383370,1.31.6,22.7
1991,Canada,Seed requirements,"Canola (rapeseed) (x 1,000)",v383370,1.31.6,23.4
1992,Canada,Seed requirements,"Canola (rapeseed) (x 1,000)",v383370,1.31.6,30.1
1993,Canada,Seed requirements,"Canola (rapeseed) (x 1,000)",v383370,1.31.6,41.8
1994,Canada,Seed requirements,"Canola (rapeseed) (x 1,000)",v383370,1.31.6,38.6
1995,Canada,Seed requirements,"Canola (rapeseed) (x 1,000)",v383370,1.31.6,25.6
1996,Canada,Seed requirements,"Canola (rapeseed) (x 1,000)",v383370,1.31.6,35.4
1997,Canada,Seed requirements,"Canola (rapeseed) (x 1,000)",v383370,1.31.6,39.5
1998,Canada,Seed requirements,"Canola (rapeseed) (x 1,000)",v383370,1.31.6,40.4
1999,Canada,Seed requirements,"Canola (rapeseed) (x 1,000)",v383370,1.31.6,35.5
2000,Canada,Seed requirements,"Canola (rapeseed) (x 1,000)",v383370,1.31.6,27.5
2001,Canada,Seed requirements,"Canola (rapeseed) (x 1,000)",v383370,1.31.6,28.0
2002,Canada,Seed requirements,"Canola (rapeseed) (x 1,000)",v383370,1.31.6,34.1
2003,Canada,Seed requirements,"Canola (rapeseed) (x 1,000)",v383370,1.31.6,38.3
1978,Canada,Seed requirements,"Soybeans (x 1,000)",v381647,1.31.8,18.8
1979,Canada,Seed requirements,"Soybeans (x 1,000)",v381647,1.31.8,18.6
1980,Canada,Seed requirements,"Soybeans (x 1,000)",v381647,1.31.8,18.8
1981,Canada,Seed requirements,"Soybeans (x 1,000)",v381647,1.31.8,24.5
1982,Canada,Seed requirements,"Soybeans (x 1,000)",v381647,1.31.8,24.5
1983,Canada,Seed requirements,"Soybeans (x 1,000)",v381647,1.31.8,27.2
1984,Canada,Seed requirements,"Soybeans (x 1,000)",v381647,1.31.8,27.2
1985,Canada,Seed requirements,"Soybeans (x 1,000)",v381647,1.31.8,25.9
1986,Canada,Seed requirements,"Soybeans (x 1,000)",v381647,1.31.8,66.0
1987,Canada,Seed requirements,"Soybeans (x 1,000)",v381647,1.31.8,35.9
1988,Canada,Seed requirements,"Soybeans (x 1,000)",v381647,1.31.8,36.3
1989,Canada,Seed requirements,"Soybeans (x 1,000)",v381647,1.31.8,32.5
1990,Canada,Seed requirements,"Soybeans (x 1,000)",v381647,1.31.8,40.2
1991,Canada,Seed requirements,"Soybeans (x 1,000)",v381647,1.31.8,43.3
1992,Canada,Seed requirements,"Soybeans (x 1,000)",v381647,1.31.8,50.4
1993,Canada,Seed requirements,"Soybeans (x 1,000)",v381647,1.31.8,55.2
1994,Canada,Seed requirements,"Soybeans (x 1,000)",v381647,1.31.8,55.6
1995,Canada,Seed requirements,"Soybeans (x 1,000)",v381647,1.31.8,58.9
1996,Canada,Seed requirements,"Soybeans (x 1,000)",v381647,1.31.8,71.4
1997,Canada,Seed requirements,"Soybeans (x 1,000)",v381647,1.31.8,66.0
1998,Canada,Seed requirements,"Soybeans (x 1,000)",v381647,1.31.8,67.5
1999,Canada,Seed requirements,"Soybeans (x 1,000)",v381647,1.31.8,111.0
2000,Canada,Seed requirements,"Soybeans (x 1,000)",v381647,1.31.8,112.1
2001,Canada,Seed requirements,"Soybeans (x 1,000)",v381647,1.31.8,106.6
2002,Canada,Seed requirements,"Soybeans (x 1,000)",v381647,1.31.8,108.8
2003,Canada,Seed requirements,"Soybeans (x 1,000)",v381647,1.31.8,127.8
1998,Canada,Seed requirements,Dry peas,v15817754,1.31.10,182.4
1999,Canada,Seed requirements,Dry peas,v15817754,1.31.10,208.9
2000,Canada,Seed requirements,Dry peas,v15817754,1.31.10,226.2
2001,Canada,Seed requirements,Dry peas,v15817754,1.31.10,218.2
2002,Canada,Seed requirements,Dry peas,v15817754,1.31.10,219.4
2003,Canada,Seed requirements,Dry peas,v15817754,1.31.10,233.6
1971,Canada,Loss in handling,"Wheat (x 1,000)",v383243,1.32.2,18.1
1972,Canada,Loss in handling,"Wheat (x 1,000)",v383243,1.32.2,24.0
1973,Canada,Loss in handling,"Wheat (x 1,000)",v383243,1.32.2,49.5
1974,Canada,Loss in handling,"Wheat (x 1,000)",v383243,1.32.2,76.9
1975,Canada,Loss in handling,"Wheat (x 1,000)",v383243,1.32.2,74.5
1976,Canada,Loss in handling,"Wheat (x 1,000)",v383243,1.32.2,20.3
1977,Canada,Loss in handling,"Wheat (x 1,000)",v383243,1.32.2,44.2
1978,Canada,Loss in handling,"Wheat (x 1,000)",v383243,1.32.2,41.3
1979,Canada,Loss in handling,"Wheat (x 1,000)",v383243,1.32.2,34.4
1980,Canada,Loss in handling,"Wheat (x 1,000)",v383243,1.32.2,38.7
1981,Canada,Loss in handling,"Wheat (x 1,000)",v383243,1.32.2,24.3
1982,Canada,Loss in handling,"Wheat (x 1,000)",v383243,1.32.2,34.9
1983,Canada,Loss in handling,"Wheat (x 1,000)",v383243,1.32.2,28.1
1984,Canada,Loss in handling,"Wheat (x 1,000)",v383243,1.32.2,17.7
1985,Canada,Loss in handling,"Wheat (x 1,000)",v383243,1.32.2,112.0
1986,Canada,Loss in handling,"Wheat (x 1,000)",v383243,1.32.2,32.5
1987,Canada,Loss in handling,"Wheat (x 1,000)",v383243,1.32.2,30.0
1988,Canada,Loss in handling,"Wheat (x 1,000)",v383243,1.32.2,3.1
1989,Canada,Loss in handling,"Wheat (x 1,000)",v383243,1.32.2,6.2
1990,Canada,Loss in handling,"Wheat (x 1,000)",v383243,1.32.2,10.1
1991,Canada,Loss in handling,"Wheat (x 1,000)",v383243,1.32.2,4.4
1992,Canada,Loss in handling,"Wheat (x 1,000)",v383243,1.32.2,0.5
1993,Canada,Loss in handling,"Wheat (x 1,000)",v383243,1.32.2,0.0
1994,Canada,Loss in handling,"Wheat (x 1,000)",v383243,1.32.2,1.0
1995,Canada,Loss in handling,"Wheat (x 1,000)",v383243,1.32.2,1.1
1996,Canada,Loss in handling,"Wheat (x 1,000)",v383243,1.32.2,26.6
1997,Canada,Loss in handling,"Wheat (x 1,000)",v383243,1.32.2,15.8
1998,Canada,Loss in handling,"Wheat (x 1,000)",v383243,1.32.2,3.5
1999,Canada,Loss in handling,"Wheat (x 1,000)",v383243,1.32.2,12.4
2000,Canada,Loss in handling,"Wheat (x 1,000)",v383243,1.32.2,5.9
2001,Canada,Loss in handling,"Wheat (x 1,000)",v383243,1.32.2,10.8
2002,Canada,Loss in handling,"Wheat (x 1,000)",v383243,1.32.2,6.3
2003,Canada,Loss in handling,"Wheat (x 1,000)",v383243,1.32.2,6.0
1978,Canada,Loss in handling,"Wheat, excluding durum (x 1,000)",v383399,1.32.7,36.9
1979,Canada,Loss in handling,"Wheat, excluding durum (x 1,000)",v383399,1.32.7,25.1
1980,Canada,Loss in handling,"Wheat, excluding durum (x 1,000)",v383399,1.32.7,25.5
1981,Canada,Loss in handling,"Wheat, excluding durum (x 1,000)",v383399,1.32.7,10.5
1982,Canada,Loss in handling,"Wheat, excluding durum (x 1,000)",v383399,1.32.7,24.7
1983,Canada,Loss in handling,"Wheat, excluding durum (x 1,000)",v383399,1.32.7,24.4
1984,Canada,Loss in handling,"Wheat, excluding durum (x 1,000)",v383399,1.32.7,16.7
1985,Canada,Loss in handling,"Wheat, excluding durum (x 1,000)",v383399,1.32.7,103.2
1986,Canada,Loss in handling,"Wheat, excluding durum (x 1,000)",v383399,1.32.7,29.7
1987,Canada,Loss in handling,"Wheat, excluding durum (x 1,000)",v383399,1.32.7,24.0
1988,Canada,Loss in handling,"Wheat, excluding durum (x 1,000)",v383399,1.32.7,2.6
1989,Canada,Loss in handling,"Wheat, excluding durum (x 1,000)",v383399,1.32.7,4.7
1990,Canada,Loss in handling,"Wheat, excluding durum (x 1,000)",v383399,1.32.7,9.0
1991,Canada,Loss in handling,"Wheat, excluding durum (x 1,000)",v383399,1.32.7,4.4
1992,Canada,Loss in handling,"Wheat, excluding durum (x 1,000)",v383399,1.32.7,0.5
1993,Canada,Loss in handling,"Wheat, excluding durum (x 1,000)",v383399,1.32.7,0.0
1994,Canada,Loss in handling,"Wheat, excluding durum (x 1,000)",v383399,1.32.7,1.0
1995,Canada,Loss in handling,"Wheat, excluding durum (x 1,000)",v383399,1.32.7,1.1
1996,Canada,Loss in handling,"Wheat, excluding durum (x 1,000)",v383399,1.32.7,26.6
1997,Canada,Loss in handling,"Wheat, excluding durum (x 1,000)",v383399,1.32.7,15.8
1998,Canada,Loss in handling,"Wheat, excluding durum (x 1,000)",v383399,1.32.7,3.5
1999,Canada,Loss in handling,"Wheat, excluding durum (x 1,000)",v383399,1.32.7,12.4
2000,Canada,Loss in handling,"Wheat, excluding durum (x 1,000)",v383399,1.32.7,5.9
2001,Canada,Loss in handling,"Wheat, excluding durum (x 1,000)",v383399,1.32.7,10.8
2002,Canada,Loss in handling,"Wheat, excluding durum (x 1,000)",v383399,1.32.7,6.3
2003,Canada,Loss in handling,"Wheat, excluding durum (x 1,000)",v383399,1.32.7,6.0
1976,Canada,Loss in handling,"Durum wheat (x 1,000)",v382907,1.32.9,2.6
1977,Canada,Loss in handling,"Durum wheat (x 1,000)",v382907,1.32.9,8.0
1978,Canada,Loss in handling,"Durum wheat (x 1,000)",v382907,1.32.9,4.4
1979,Canada,Loss in handling,"Durum wheat (x 1,000)",v382907,1.32.9,9.3
1980,Canada,Loss in handling,"Durum wheat (x 1,000)",v382907,1.32.9,13.2
1981,Canada,Loss in handling,"Durum wheat (x 1,000)",v382907,1.32.9,13.8
1982,Canada,Loss in handling,"Durum wheat (x 1,000)",v382907,1.32.9,10.2
1983,Canada,Loss in handling,"Durum wheat (x 1,000)",v382907,1.32.9,3.7
1984,Canada,Loss in handling,"Durum wheat (x 1,000)",v382907,1.32.9,1.0
1985,Canada,Loss in handling,"Durum wheat (x 1,000)",v382907,1.32.9,8.8
1986,Canada,Loss in handling,"Durum wheat (x 1,000)",v382907,1.32.9,2.8
1987,Canada,Loss in handling,"Durum wheat (x 1,000)",v382907,1.32.9,6.0
1988,Canada,Loss in handling,"Durum wheat (x 1,000)",v382907,1.32.9,0.5
1989,Canada,Loss in handling,"Durum wheat (x 1,000)",v382907,1.32.9,1.5
1990,Canada,Loss in handling,"Durum wheat (x 1,000)",v382907,1.32.9,1.1
1991,Canada,Loss in handling,"Durum wheat (x 1,000)",v382907,1.32.9,0.0
1992,Canada,Loss in handling,"Durum wheat (x 1,000)",v382907,1.32.9,0.0
1993,Canada,Loss in handling,"Durum wheat (x 1,000)",v382907,1.32.9,0.0
1994,Canada,Loss in handling,"Durum wheat (x 1,000)",v382907,1.32.9,0.0
1995,Canada,Loss in handling,"Durum wheat (x 1,000)",v382907,1.32.9,0.0
1996,Canada,Loss in handling,"Durum wheat (x 1,000)",v382907,1.32.9,0.0
1997,Canada,Loss in handling,"Durum wheat (x 1,000)",v382907,1.32.9,0.0
1998,Canada,Loss in handling,"Durum wheat (x 1,000)",v382907,1.32.9,0.0
1999,Canada,Loss in handling,"Durum wheat (x 1,000)",v382907,1.32.9,0.0
2000,Canada,Loss in handling,"Durum wheat (x 1,000)",v382907,1.32.9,0.0
2001,Canada,Loss in handling,"Durum wheat (x 1,000)",v382907,1.32.9,0.0
2002,Canada,Loss in handling,"Durum wheat (x 1,000)",v382907,1.32.9,0.0
2003,Canada,Loss in handling,"Durum wheat (x 1,000)",v382907,1.32.9,0.0
1971,Canada,Loss in handling,"Oats (x 1,000)",v383270,1.32.3,2.0
1972,Canada,Loss in handling,"Oats (x 1,000)",v383270,1.32.3,1.8
1973,Canada,Loss in handling,"Oats (x 1,000)",v383270,1.32.3,1.3
1974,Canada,Loss in handling,"Oats (x 1,000)",v383270,1.32.3,0.8
1975,Canada,Loss in handling,"Oats (x 1,000)",v383270,1.32.3,3.8
1976,Canada,Loss in handling,"Oats (x 1,000)",v383270,1.32.3,1.0
1977,Canada,Loss in handling,"Oats (x 1,000)",v383270,1.32.3,1.8
1978,Canada,Loss in handling,"Oats (x 1,000)",v383270,1.32.3,1.5
1979,Canada,Loss in handling,"Oats (x 1,000)",v383270,1.32.3,5.8
1980,Canada,Loss in handling,"Oats (x 1,000)",v383270,1.32.3,1.2
1981,Canada,Loss in handling,"Oats (x 1,000)",v383270,1.32.3,0.5
1982,Canada,Loss in handling,"Oats (x 1,000)",v383270,1.32.3,1.2
1983,Canada,Loss in handling,"Oats (x 1,000)",v383270,1.32.3,1.7
1984,Canada,Loss in handling,"Oats (x 1,000)",v383270,1.32.3,1.6
1985,Canada,Loss in handling,"Oats (x 1,000)",v383270,1.32.3,2.0
1986,Canada,Loss in handling,"Oats (x 1,000)",v383270,1.32.3,2.3
1987,Canada,Loss in handling,"Oats (x 1,000)",v383270,1.32.3,5.2
1988,Canada,Loss in handling,"Oats (x 1,000)",v383270,1.32.3,0.5
1989,Canada,Loss in handling,"Oats (x 1,000)",v383270,1.32.3,0.8
1990,Canada,Loss in handling,"Oats (x 1,000)",v383270,1.32.3,0.0
1991,Canada,Loss in handling,"Oats (x 1,000)",v383270,1.32.3,1.3
1992,Canada,Loss in handling,"Oats (x 1,000)",v383270,1.32.3,3.6
1993,Canada,Loss in handling,"Oats (x 1,000)",v383270,1.32.3,1.3
1994,Canada,Loss in handling,"Oats (x 1,000)",v383270,1.32.3,1.1
1995,Canada,Loss in handling,"Oats (x 1,000)",v383270,1.32.3,0.2
1996,Canada,Loss in handling,"Oats (x 1,000)",v383270,1.32.3,4.4
1997,Canada,Loss in handling,"Oats (x 1,000)",v383270,1.32.3,11.1
1998,Canada,Loss in handling,"Oats (x 1,000)",v383270,1.32.3,30.8
1999,Canada,Loss in handling,"Oats (x 1,000)",v383270,1.32.3,8.4
2000,Canada,Loss in handling,"Oats (x 1,000)",v383270,1.32.3,5.5
2001,Canada,Loss in handling,"Oats (x 1,000)",v383270,1.32.3,0.6
2002,Canada,Loss in handling,"Oats (x 1,000)",v383270,1.32.3,5.0
2003,Canada,Loss in handling,"Oats (x 1,000)",v383270,1.32.3,1.5
1971,Canada,Loss in handling,"Barley (x 1,000)",v383297,1.32.4,13.9
1972,Canada,Loss in handling,"Barley (x 1,000)",v383297,1.32.4,8.6
1973,Canada,Loss in handling,"Barley (x 1,000)",v383297,1.32.4,13.2
1974,Canada,Loss in handling,"Barley (x 1,000)",v383297,1.32.4,17.7
1975,Canada,Loss in handling,"Barley (x 1,000)",v383297,1.32.4,49.5
1976,Canada,Loss in handling,"Barley (x 1,000)",v383297,1.32.4,32.9
1977,Canada,Loss in handling,"Barley (x 1,000)",v383297,1.32.4,28.6
1978,Canada,Loss in handling,"Barley (x 1,000)",v383297,1.32.4,6.1
1979,Canada,Loss in handling,"Barley (x 1,000)",v383297,1.32.4,7.1
1980,Canada,Loss in handling,"Barley (x 1,000)",v383297,1.32.4,11.5
1981,Canada,Loss in handling,"Barley (x 1,000)",v383297,1.32.4,10.0
1982,Canada,Loss in handling,"Barley (x 1,000)",v383297,1.32.4,9.1
1983,Canada,Loss in handling,"Barley (x 1,000)",v383297,1.32.4,4.3
1984,Canada,Loss in handling,"Barley (x 1,000)",v383297,1.32.4,3.1
1985,Canada,Loss in handling,"Barley (x 1,000)",v383297,1.32.4,21.3
1986,Canada,Loss in handling,"Barley (x 1,000)",v383297,1.32.4,7.5
1987,Canada,Loss in handling,"Barley (x 1,000)",v383297,1.32.4,1.4
1988,Canada,Loss in handling,"Barley (x 1,000)",v383297,1.32.4,0.5
1989,Canada,Loss in handling,"Barley (x 1,000)",v383297,1.32.4,0.8
1990,Canada,Loss in handling,"Barley (x 1,000)",v383297,1.32.4,0.7
1991,Canada,Loss in handling,"Barley (x 1,000)",v383297,1.32.4,0.9
1992,Canada,Loss in handling,"Barley (x 1,000)",v383297,1.32.4,0.9
1993,Canada,Loss in handling,"Barley (x 1,000)",v383297,1.32.4,2.1
1994,Canada,Loss in handling,"Barley (x 1,000)",v383297,1.32.4,3.9
1995,Canada,Loss in handling,"Barley (x 1,000)",v383297,1.32.4,9.8
1996,Canada,Loss in handling,"Barley (x 1,000)",v383297,1.32.4,16.5
1997,Canada,Loss in handling,"Barley (x 1,000)",v383297,1.32.4,6.0
1998,Canada,Loss in handling,"Barley (x 1,000)",v383297,1.32.4,2.0
1999,Canada,Loss in handling,"Barley (x 1,000)",v383297,1.32.4,5.0
2000,Canada,Loss in handling,"Barley (x 1,000)",v383297,1.32.4,6.2
2001,Canada,Loss in handling,"Barley (x 1,000)",v383297,1.32.4,5.6
2002,Canada,Loss in handling,"Barley (x 1,000)",v383297,1.32.4,4.2
2003,Canada,Loss in handling,"Barley (x 1,000)",v383297,1.32.4,4.6
1971,Canada,Loss in handling,Rye,v383324,1.32.1,18.0
1972,Canada,Loss in handling,Rye,v383324,1.32.1,29.0
1973,Canada,Loss in handling,Rye,v383324,1.32.1,19.0
1974,Canada,Loss in handling,Rye,v383324,1.32.1,90.0
1975,Canada,Loss in handling,Rye,v383324,1.32.1,22.0
1976,Canada,Loss in handling,Rye,v383324,1.32.1,46.0
1977,Canada,Loss in handling,Rye,v383324,1.32.1,45.0
1978,Canada,Loss in handling,Rye,v383324,1.32.1,50.0
1979,Canada,Loss in handling,Rye,v383324,1.32.1,6.0
1980,Canada,Loss in handling,Rye,v383324,1.32.1,20.0
1981,Canada,Loss in handling,Rye,v383324,1.32.1,82.0
1982,Canada,Loss in handling,Rye,v383324,1.32.1,93.0
1983,Canada,Loss in handling,Rye,v383324,1.32.1,202.0
1984,Canada,Loss in handling,Rye,v383324,1.32.1,89.0
1985,Canada,Loss in handling,Rye,v383324,1.32.1,190.0
1986,Canada,Loss in handling,Rye,v383324,1.32.1,292.0
1987,Canada,Loss in handling,Rye,v383324,1.32.1,236.0
1988,Canada,Loss in handling,Rye,v383324,1.32.1,175.0
1989,Canada,Loss in handling,Rye,v383324,1.32.1,156.0
1990,Canada,Loss in handling,Rye,v383324,1.32.1,97.0
1991,Canada,Loss in handling,Rye,v383324,1.32.1,89.0
1992,Canada,Loss in handling,Rye,v383324,1.32.1,50.0
1993,Canada,Loss in handling,Rye,v383324,1.32.1,62.0
1994,Canada,Loss in handling,Rye,v383324,1.32.1,56.0
1995,Canada,Loss in handling,Rye,v383324,1.32.1,33.0
1996,Canada,Loss in handling,Rye,v383324,1.32.1,29.0
1997,Canada,Loss in handling,Rye,v383324,1.32.1,35.0
1998,Canada,Loss in handling,Rye,v383324,1.32.1,19.0
1999,Canada,Loss in handling,Rye,v383324,1.32.1,32.0
2000,Canada,Loss in handling,Rye,v383324,1.32.1,21.0
2001,Canada,Loss in handling,Rye,v383324,1.32.1,20.0
1971,Canada,Loss in handling,"Flaxseed (x 1,000)",v383348,1.32.5,1.2
1972,Canada,Loss in handling,"Flaxseed (x 1,000)",v383348,1.32.5,1.3
1973,Canada,Loss in handling,"Flaxseed (x 1,000)",v383348,1.32.5,1.3
1974,Canada,Loss in handling,"Flaxseed (x 1,000)",v383348,1.32.5,x
1975,Canada,Loss in handling,"Flaxseed (x 1,000)",v383348,1.32.5,x
1976,Canada,Loss in handling,"Flaxseed (x 1,000)",v383348,1.32.5,x
1977,Canada,Loss in handling,"Flaxseed (x 1,000)",v383348,1.32.5,x
1978,Canada,Loss in handling,"Flaxseed (x 1,000)",v383348,1.32.5,x
1979,Canada,Loss in handling,"Flaxseed (x 1,000)",v383348,1.32.5,x
1980,Canada,Loss in handling,"Flaxseed (x 1,000)",v383348,1.32.5,x
1981,Canada,Loss in handling,"Flaxseed (x 1,000)",v383348,1.32.5,x
1982,Canada,Loss in handling,"Flaxseed (x 1,000)",v383348,1.32.5,x
1983,Canada,Loss in handling,"Flaxseed (x 1,000)",v383348,1.32.5,x
1984,Canada,Loss in handling,"Flaxseed (x 1,000)",v383348,1.32.5,x
1985,Canada,Loss in handling,"Flaxseed (x 1,000)",v383348,1.32.5,x
1986,Canada,Loss in handling,"Flaxseed (x 1,000)",v383348,1.32.5,0.3
1987,Canada,Loss in handling,"Flaxseed (x 1,000)",v383348,1.32.5,0.6
1988,Canada,Loss in handling,"Flaxseed (x 1,000)",v383348,1.32.5,0.5
1989,Canada,Loss in handling,"Flaxseed (x 1,000)",v383348,1.32.5,3.2
1990,Canada,Loss in handling,"Flaxseed (x 1,000)",v383348,1.32.5,0.1
1991,Canada,Loss in handling,"Flaxseed (x 1,000)",v383348,1.32.5,1.7
1992,Canada,Loss in handling,"Flaxseed (x 1,000)",v383348,1.32.5,1.6
1993,Canada,Loss in handling,"Flaxseed (x 1,000)",v383348,1.32.5,0.0
1994,Canada,Loss in handling,"Flaxseed (x 1,000)",v383348,1.32.5,0.4
1995,Canada,Loss in handling,"Flaxseed (x 1,000)",v383348,1.32.5,2.5
1996,Canada,Loss in handling,"Flaxseed (x 1,000)",v383348,1.32.5,0.8
1997,Canada,Loss in handling,"Flaxseed (x 1,000)",v383348,1.32.5,2.0
1998,Canada,Loss in handling,"Flaxseed (x 1,000)",v383348,1.32.5,43.0
1999,Canada,Loss in handling,"Flaxseed (x 1,000)",v383348,1.32.5,1.5
2000,Canada,Loss in handling,"Flaxseed (x 1,000)",v383348,1.32.5,2.7
2001,Canada,Loss in handling,"Flaxseed (x 1,000)",v383348,1.32.5,16.2
2002,Canada,Loss in handling,"Flaxseed (x 1,000)",v383348,1.32.5,0.1
2003,Canada,Loss in handling,"Flaxseed (x 1,000)",v383348,1.32.5,1.2
1971,Canada,Loss in handling,"Canola (rapeseed) (x 1,000)",v383372,1.32.6,3.4
1972,Canada,Loss in handling,"Canola (rapeseed) (x 1,000)",v383372,1.32.6,0.9
1973,Canada,Loss in handling,"Canola (rapeseed) (x 1,000)",v383372,1.32.6,1.2
1974,Canada,Loss in handling,"Canola (rapeseed) (x 1,000)",v383372,1.32.6,0.0
1975,Canada,Loss in handling,"Canola (rapeseed) (x 1,000)",v383372,1.32.6,0.0
1976,Canada,Loss in handling,"Canola (rapeseed) (x 1,000)",v383372,1.32.6,0.5
1977,Canada,Loss in handling,"Canola (rapeseed) (x 1,000)",v383372,1.32.6,3.2
1978,Canada,Loss in handling,"Canola (rapeseed) (x 1,000)",v383372,1.32.6,3.9
1979,Canada,Loss in handling,"Canola (rapeseed) (x 1,000)",v383372,1.32.6,0.6
1980,Canada,Loss in handling,"Canola (rapeseed) (x 1,000)",v383372,1.32.6,3.6
1981,Canada,Loss in handling,"Canola (rapeseed) (x 1,000)",v383372,1.32.6,3.2
1982,Canada,Loss in handling,"Canola (rapeseed) (x 1,000)",v383372,1.32.6,0.8
1983,Canada,Loss in handling,"Canola (rapeseed) (x 1,000)",v383372,1.32.6,1.0
1984,Canada,Loss in handling,"Canola (rapeseed) (x 1,000)",v383372,1.32.6,0.1
1985,Canada,Loss in handling,"Canola (rapeseed) (x 1,000)",v383372,1.32.6,2.7
1986,Canada,Loss in handling,"Canola (rapeseed) (x 1,000)",v383372,1.32.6,0.2
1987,Canada,Loss in handling,"Canola (rapeseed) (x 1,000)",v383372,1.32.6,0.1
1988,Canada,Loss in handling,"Canola (rapeseed) (x 1,000)",v383372,1.32.6,0.8
1989,Canada,Loss in handling,"Canola (rapeseed) (x 1,000)",v383372,1.32.6,2.1
1990,Canada,Loss in handling,"Canola (rapeseed) (x 1,000)",v383372,1.32.6,0.1
1991,Canada,Loss in handling,"Canola (rapeseed) (x 1,000)",v383372,1.32.6,0.0
1992,Canada,Loss in handling,"Canola (rapeseed) (x 1,000)",v383372,1.32.6,0.0
1993,Canada,Loss in handling,"Canola (rapeseed) (x 1,000)",v383372,1.32.6,0.0
1994,Canada,Loss in handling,"Canola (rapeseed) (x 1,000)",v383372,1.32.6,3.5
1995,Canada,Loss in handling,"Canola (rapeseed) (x 1,000)",v383372,1.32.6,4.3
1996,Canada,Loss in handling,"Canola (rapeseed) (x 1,000)",v383372,1.32.6,3.3
