Ref_Date,GEO,VALUE,PRODUCE,PROCESS,Vector,Coordinate,Value
1989,Alberta,"Farm value (dollars x 1,000)",Carrots,Fresh,v381353,11.4.5.1,2791.0
1990,Alberta,"Farm value (dollars x 1,000)",Carrots,Fresh,v381353,11.4.5.1,4615.0
1991,Alberta,"Farm value (dollars x 1,000)",Carrots,Fresh,v381353,11.4.5.1,2929.0
1992,Alberta,"Farm value (dollars x 1,000)",Carrots,Fresh,v381353,11.4.5.1,x
1993,Alberta,"Farm value (dollars x 1,000)",Carrots,Fresh,v381353,11.4.5.1,3661.0
1994,Alberta,"Farm value (dollars x 1,000)",Carrots,Fresh,v381353,11.4.5.1,x
1995,Alberta,"Farm value (dollars x 1,000)",Carrots,Fresh,v381353,11.4.5.1,0.0
1972,Alberta,"Farm value (dollars x 1,000)",Carrots,Processed,v381297,11.4.5.2,x
1973,Alberta,"Farm value (dollars x 1,000)",Carrots,Processed,v381297,11.4.5.2,x
1974,Alberta,"Farm value (dollars x 1,000)",Carrots,Processed,v381297,11.4.5.2,x
1975,Alberta,"Farm value (dollars x 1,000)",Carrots,Processed,v381297,11.4.5.2,x
1976,Alberta,"Farm value (dollars x 1,000)",Carrots,Processed,v381297,11.4.5.2,x
1977,Alberta,"Farm value (dollars x 1,000)",Carrots,Processed,v381297,11.4.5.2,0.0
1978,Alberta,"Farm value (dollars x 1,000)",Carrots,Processed,v381297,11.4.5.2,x
1979,Alberta,"Farm value (dollars x 1,000)",Carrots,Processed,v381297,11.4.5.2,x
1980,Alberta,"Farm value (dollars x 1,000)",Carrots,Processed,v381297,11.4.5.2,x
1981,Alberta,"Farm value (dollars x 1,000)",Carrots,Processed,v381297,11.4.5.2,x
1982,Alberta,"Farm value (dollars x 1,000)",Carrots,Processed,v381297,11.4.5.2,x
1983,Alberta,"Farm value (dollars x 1,000)",Carrots,Processed,v381297,11.4.5.2,x
1984,Alberta,"Farm value (dollars x 1,000)",Carrots,Processed,v381297,11.4.5.2,x
1985,Alberta,"Farm value (dollars x 1,000)",Carrots,Processed,v381297,11.4.5.2,x
1986,Alberta,"Farm value (dollars x 1,000)",Carrots,Processed,v381297,11.4.5.2,x
1987,Alberta,"Farm value (dollars x 1,000)",Carrots,Processed,v381297,11.4.5.2,87.0
1988,Alberta,"Farm value (dollars x 1,000)",Carrots,Processed,v381297,11.4.5.2,92.0
1989,Alberta,"Farm value (dollars x 1,000)",Carrots,Processed,v381297,11.4.5.2,68.0
1990,Alberta,"Farm value (dollars x 1,000)",Carrots,Processed,v381297,11.4.5.2,66.0
1991,Alberta,"Farm value (dollars x 1,000)",Carrots,Processed,v381297,11.4.5.2,50.0
1992,Alberta,"Farm value (dollars x 1,000)",Carrots,Processed,v381297,11.4.5.2,x
1993,Alberta,"Farm value (dollars x 1,000)",Carrots,Processed,v381297,11.4.5.2,75.0
1994,Alberta,"Farm value (dollars x 1,000)",Carrots,Processed,v381297,11.4.5.2,85.0
1995,Alberta,"Farm value (dollars x 1,000)",Carrots,Processed,v381297,11.4.5.2,846.0
1992,Alberta,"Farm value (dollars x 1,000)",Brussels sprouts,Processed,v381411,11.4.6.2,x
1992,Alberta,"Farm value (dollars x 1,000)",Asparagus,Processed,v381471,11.4.7.2,x
1993,Alberta,"Farm value (dollars x 1,000)",Asparagus,Processed,v381471,11.4.7.2,x
1992,Alberta,"Farm value (dollars x 1,000)",Broccoli,Processed,v381531,11.4.8.2,x
1993,Alberta,"Farm value (dollars x 1,000)",Broccoli,Processed,v381531,11.4.8.2,0.0
1994,Alberta,"Farm value (dollars x 1,000)",Broccoli,Processed,v381531,11.4.8.2,0.0
1982,Alberta,Area harvested,Beans,Fresh,v72989,11.5.1.1,0.0
1983,Alberta,Area harvested,Beans,Fresh,v72989,11.5.1.1,0.0
1984,Alberta,Area harvested,Beans,Fresh,v72989,11.5.1.1,64.0
1985,Alberta,Area harvested,Beans,Fresh,v72989,11.5.1.1,65.0
1986,Alberta,Area harvested,Beans,Fresh,v72989,11.5.1.1,40.0
1987,Alberta,Area harvested,Beans,Fresh,v72989,11.5.1.1,59.0
1988,Alberta,Area harvested,Beans,Fresh,v72989,11.5.1.1,192.0
1989,Alberta,Area harvested,Beans,Fresh,v72989,11.5.1.1,120.0
1990,Alberta,Area harvested,Beans,Fresh,v72989,11.5.1.1,230.0
1991,Alberta,Area harvested,Beans,Fresh,v72989,11.5.1.1,268.0
1992,Alberta,Area harvested,Beans,Fresh,v72989,11.5.1.1,x
1993,Alberta,Area harvested,Beans,Fresh,v72989,11.5.1.1,x
1994,Alberta,Area harvested,Beans,Fresh,v72989,11.5.1.1,x
1995,Alberta,Area harvested,Beans,Fresh,v72989,11.5.1.1,0.0
1940,Alberta,Area harvested,Beans,Processed,v73006,11.5.1.2,0.0
1941,Alberta,Area harvested,Beans,Processed,v73006,11.5.1.2,0.0
1942,Alberta,Area harvested,Beans,Processed,v73006,11.5.1.2,0.0
1943,Alberta,Area harvested,Beans,Processed,v73006,11.5.1.2,0.0
1944,Alberta,Area harvested,Beans,Processed,v73006,11.5.1.2,0.0
1945,Alberta,Area harvested,Beans,Processed,v73006,11.5.1.2,0.0
1946,Alberta,Area harvested,Beans,Processed,v73006,11.5.1.2,0.0
1947,Alberta,Area harvested,Beans,Processed,v73006,11.5.1.2,0.0
1948,Alberta,Area harvested,Beans,Processed,v73006,11.5.1.2,0.0
1949,Alberta,Area harvested,Beans,Processed,v73006,11.5.1.2,0.0
1950,Alberta,Area harvested,Beans,Processed,v73006,11.5.1.2,0.0
1951,Alberta,Area harvested,Beans,Processed,v73006,11.5.1.2,0.0
1952,Alberta,Area harvested,Beans,Processed,v73006,11.5.1.2,650.0
1953,Alberta,Area harvested,Beans,Processed,v73006,11.5.1.2,460.0
1954,Alberta,Area harvested,Beans,Processed,v73006,11.5.1.2,510.0
1955,Alberta,Area harvested,Beans,Processed,v73006,11.5.1.2,550.0
1956,Alberta,Area harvested,Beans,Processed,v73006,11.5.1.2,450.0
1957,Alberta,Area harvested,Beans,Processed,v73006,11.5.1.2,370.0
1958,Alberta,Area harvested,Beans,Processed,v73006,11.5.1.2,680.0
1959,Alberta,Area harvested,Beans,Processed,v73006,11.5.1.2,310.0
1960,Alberta,Area harvested,Beans,Processed,v73006,11.5.1.2,350.0
1961,Alberta,Area harvested,Beans,Processed,v73006,11.5.1.2,0.0
1962,Alberta,Area harvested,Beans,Processed,v73006,11.5.1.2,580.0
1963,Alberta,Area harvested,Beans,Processed,v73006,11.5.1.2,x
1964,Alberta,Area harvested,Beans,Processed,v73006,11.5.1.2,1150.0
1965,Alberta,Area harvested,Beans,Processed,v73006,11.5.1.2,x
1966,Alberta,Area harvested,Beans,Processed,v73006,11.5.1.2,x
1967,Alberta,Area harvested,Beans,Processed,v73006,11.5.1.2,x
1968,Alberta,Area harvested,Beans,Processed,v73006,11.5.1.2,x
1969,Alberta,Area harvested,Beans,Processed,v73006,11.5.1.2,x
1970,Alberta,Area harvested,Beans,Processed,v73006,11.5.1.2,x
1971,Alberta,Area harvested,Beans,Processed,v73006,11.5.1.2,x
1972,Alberta,Area harvested,Beans,Processed,v73006,11.5.1.2,x
1973,Alberta,Area harvested,Beans,Processed,v73006,11.5.1.2,x
1974,Alberta,Area harvested,Beans,Processed,v73006,11.5.1.2,x
1975,Alberta,Area harvested,Beans,Processed,v73006,11.5.1.2,x
1976,Alberta,Area harvested,Beans,Processed,v73006,11.5.1.2,x
1977,Alberta,Area harvested,Beans,Processed,v73006,11.5.1.2,x
1978,Alberta,Area harvested,Beans,Processed,v73006,11.5.1.2,x
1979,Alberta,Area harvested,Beans,Processed,v73006,11.5.1.2,x
1980,Alberta,Area harvested,Beans,Processed,v73006,11.5.1.2,x
1981,Alberta,Area harvested,Beans,Processed,v73006,11.5.1.2,x
1982,Alberta,Area harvested,Beans,Processed,v73006,11.5.1.2,x
1983,Alberta,Area harvested,Beans,Processed,v73006,11.5.1.2,x
1984,Alberta,Area harvested,Beans,Processed,v73006,11.5.1.2,x
1985,Alberta,Area harvested,Beans,Processed,v73006,11.5.1.2,x
1986,Alberta,Area harvested,Beans,Processed,v73006,11.5.1.2,x
1987,Alberta,Area harvested,Beans,Processed,v73006,11.5.1.2,202.0
1988,Alberta,Area harvested,Beans,Processed,v73006,11.5.1.2,218.0
1989,Alberta,Area harvested,Beans,Processed,v73006,11.5.1.2,420.0
1990,Alberta,Area harvested,Beans,Processed,v73006,11.5.1.2,345.0
1991,Alberta,Area harvested,Beans,Processed,v73006,11.5.1.2,294.0
1992,Alberta,Area harvested,Beans,Processed,v73006,11.5.1.2,x
1993,Alberta,Area harvested,Beans,Processed,v73006,11.5.1.2,462.0
1994,Alberta,Area harvested,Beans,Processed,v73006,11.5.1.2,549.0
1995,Alberta,Area harvested,Beans,Processed,v73006,11.5.1.2,x
1982,Alberta,Area harvested,Corn,Fresh,v73528,11.5.2.1,x
1983,Alberta,Area harvested,Corn,Fresh,v73528,11.5.2.1,x
1984,Alberta,Area harvested,Corn,Fresh,v73528,11.5.2.1,x
1985,Alberta,Area harvested,Corn,Fresh,v73528,11.5.2.1,x
1986,Alberta,Area harvested,Corn,Fresh,v73528,11.5.2.1,x
1987,Alberta,Area harvested,Corn,Fresh,v73528,11.5.2.1,862.0
1988,Alberta,Area harvested,Corn,Fresh,v73528,11.5.2.1,752.0
1989,Alberta,Area harvested,Corn,Fresh,v73528,11.5.2.1,778.0
1990,Alberta,Area harvested,Corn,Fresh,v73528,11.5.2.1,1367.0
1991,Alberta,Area harvested,Corn,Fresh,v73528,11.5.2.1,1227.0
1992,Alberta,Area harvested,Corn,Fresh,v73528,11.5.2.1,x
1993,Alberta,Area harvested,Corn,Fresh,v73528,11.5.2.1,x
1994,Alberta,Area harvested,Corn,Fresh,v73528,11.5.2.1,1326.0
1995,Alberta,Area harvested,Corn,Fresh,v73528,11.5.2.1,0.0
1940,Alberta,Area harvested,Corn,Processed,v73546,11.5.2.2,0.0
1941,Alberta,Area harvested,Corn,Processed,v73546,11.5.2.2,0.0
1942,Alberta,Area harvested,Corn,Processed,v73546,11.5.2.2,0.0
1943,Alberta,Area harvested,Corn,Processed,v73546,11.5.2.2,0.0
1944,Alberta,Area harvested,Corn,Processed,v73546,11.5.2.2,0.0
1945,Alberta,Area harvested,Corn,Processed,v73546,11.5.2.2,0.0
1946,Alberta,Area harvested,Corn,Processed,v73546,11.5.2.2,0.0
1947,Alberta,Area harvested,Corn,Processed,v73546,11.5.2.2,0.0
1948,Alberta,Area harvested,Corn,Processed,v73546,11.5.2.2,0.0
1949,Alberta,Area harvested,Corn,Processed,v73546,11.5.2.2,0.0
1950,Alberta,Area harvested,Corn,Processed,v73546,11.5.2.2,0.0
1951,Alberta,Area harvested,Corn,Processed,v73546,11.5.2.2,0.0
1952,Alberta,Area harvested,Corn,Processed,v73546,11.5.2.2,0.0
1953,Alberta,Area harvested,Corn,Processed,v73546,11.5.2.2,x
1954,Alberta,Area harvested,Corn,Processed,v73546,11.5.2.2,x
1955,Alberta,Area harvested,Corn,Processed,v73546,11.5.2.2,x
1956,Alberta,Area harvested,Corn,Processed,v73546,11.5.2.2,x
1957,Alberta,Area harvested,Corn,Processed,v73546,11.5.2.2,x
1958,Alberta,Area harvested,Corn,Processed,v73546,11.5.2.2,x
1959,Alberta,Area harvested,Corn,Processed,v73546,11.5.2.2,x
1960,Alberta,Area harvested,Corn,Processed,v73546,11.5.2.2,x
1961,Alberta,Area harvested,Corn,Processed,v73546,11.5.2.2,0.0
1962,Alberta,Area harvested,Corn,Processed,v73546,11.5.2.2,x
1963,Alberta,Area harvested,Corn,Processed,v73546,11.5.2.2,x
1964,Alberta,Area harvested,Corn,Processed,v73546,11.5.2.2,x
1965,Alberta,Area harvested,Corn,Processed,v73546,11.5.2.2,x
1966,Alberta,Area harvested,Corn,Processed,v73546,11.5.2.2,x
1967,Alberta,Area harvested,Corn,Processed,v73546,11.5.2.2,x
1968,Alberta,Area harvested,Corn,Processed,v73546,11.5.2.2,x
1969,Alberta,Area harvested,Corn,Processed,v73546,11.5.2.2,x
1970,Alberta,Area harvested,Corn,Processed,v73546,11.5.2.2,x
1971,Alberta,Area harvested,Corn,Processed,v73546,11.5.2.2,x
1972,Alberta,Area harvested,Corn,Processed,v73546,11.5.2.2,x
1973,Alberta,Area harvested,Corn,Processed,v73546,11.5.2.2,x
1974,Alberta,Area harvested,Corn,Processed,v73546,11.5.2.2,x
1975,Alberta,Area harvested,Corn,Processed,v73546,11.5.2.2,x
1976,Alberta,Area harvested,Corn,Processed,v73546,11.5.2.2,x
1977,Alberta,Area harvested,Corn,Processed,v73546,11.5.2.2,x
1978,Alberta,Area harvested,Corn,Processed,v73546,11.5.2.2,x
1979,Alberta,Area harvested,Corn,Processed,v73546,11.5.2.2,x
1980,Alberta,Area harvested,Corn,Processed,v73546,11.5.2.2,x
1981,Alberta,Area harvested,Corn,Processed,v73546,11.5.2.2,x
1982,Alberta,Area harvested,Corn,Processed,v73546,11.5.2.2,x
1983,Alberta,Area harvested,Corn,Processed,v73546,11.5.2.2,x
1984,Alberta,Area harvested,Corn,Processed,v73546,11.5.2.2,0.0
1985,Alberta,Area harvested,Corn,Processed,v73546,11.5.2.2,x
1986,Alberta,Area harvested,Corn,Processed,v73546,11.5.2.2,x
1987,Alberta,Area harvested,Corn,Processed,v73546,11.5.2.2,1690.0
1988,Alberta,Area harvested,Corn,Processed,v73546,11.5.2.2,1821.0
1989,Alberta,Area harvested,Corn,Processed,v73546,11.5.2.2,2400.0
1990,Alberta,Area harvested,Corn,Processed,v73546,11.5.2.2,2120.0
1991,Alberta,Area harvested,Corn,Processed,v73546,11.5.2.2,2201.0
1992,Alberta,Area harvested,Corn,Processed,v73546,11.5.2.2,x
1993,Alberta,Area harvested,Corn,Processed,v73546,11.5.2.2,2319.0
1994,Alberta,Area harvested,Corn,Processed,v73546,11.5.2.2,2605.0
1995,Alberta,Area harvested,Corn,Processed,v73546,11.5.2.2,3580.0
1992,Alberta,Area harvested,Tomatoes,Processed,v74127,11.5.3.2,x
1993,Alberta,Area harvested,Tomatoes,Processed,v74127,11.5.3.2,0.0
1994,Alberta,Area harvested,Tomatoes,Processed,v74127,11.5.3.2,0.0
1982,Alberta,Area harvested,Cucumbers,Fresh,v381249,11.5.4.1,167.0
1983,Alberta,Area harvested,Cucumbers,Fresh,v381249,11.5.4.1,192.0
1984,Alberta,Area harvested,Cucumbers,Fresh,v381249,11.5.4.1,212.0
1985,Alberta,Area harvested,Cucumbers,Fresh,v381249,11.5.4.1,193.0
1986,Alberta,Area harvested,Cucumbers,Fresh,v381249,11.5.4.1,238.0
1987,Alberta,Area harvested,Cucumbers,Fresh,v381249,11.5.4.1,193.0
1988,Alberta,Area harvested,Cucumbers,Fresh,v381249,11.5.4.1,224.0
1989,Alberta,Area harvested,Cucumbers,Fresh,v381249,11.5.4.1,218.0
1990,Alberta,Area harvested,Cucumbers,Fresh,v381249,11.5.4.1,200.0
1991,Alberta,Area harvested,Cucumbers,Fresh,v381249,11.5.4.1,230.0
1992,Alberta,Area harvested,Cucumbers,Fresh,v381249,11.5.4.1,x
1993,Alberta,Area harvested,Cucumbers,Fresh,v381249,11.5.4.1,194.0
1994,Alberta,Area harvested,Cucumbers,Fresh,v381249,11.5.4.1,220.0
1992,Alberta,Area harvested,Cucumbers,Processed,v381159,11.5.4.2,x
1993,Alberta,Area harvested,Cucumbers,Processed,v381159,11.5.4.2,0.0
1994,Alberta,Area harvested,Cucumbers,Processed,v381159,11.5.4.2,0.0
1982,Alberta,Area harvested,Carrots,Fresh,v381362,11.5.5.1,x
1983,Alberta,Area harvested,Carrots,Fresh,v381362,11.5.5.1,x
1984,Alberta,Area harvested,Carrots,Fresh,v381362,11.5.5.1,x
1985,Alberta,Area harvested,Carrots,Fresh,v381362,11.5.5.1,x
1986,Alberta,Area harvested,Carrots,Fresh,v381362,11.5.5.1,x
1987,Alberta,Area harvested,Carrots,Fresh,v381362,11.5.5.1,926.0
1988,Alberta,Area harvested,Carrots,Fresh,v381362,11.5.5.1,921.0
1989,Alberta,Area harvested,Carrots,Fresh,v381362,11.5.5.1,1131.0
1990,Alberta,Area harvested,Carrots,Fresh,v381362,11.5.5.1,1002.0
1991,Alberta,Area harvested,Carrots,Fresh,v381362,11.5.5.1,654.0
1992,Alberta,Area harvested,Carrots,Fresh,v381362,11.5.5.1,x
1993,Alberta,Area harvested,Carrots,Fresh,v381362,11.5.5.1,1524.0
1994,Alberta,Area harvested,Carrots,Fresh,v381362,11.5.5.1,x
1995,Alberta,Area harvested,Carrots,Fresh,v381362,11.5.5.1,0.0
1972,Alberta,Area harvested,Carrots,Processed,v381267,11.5.5.2,x
1973,Alberta,Area harvested,Carrots,Processed,v381267,11.5.5.2,x
1974,Alberta,Area harvested,Carrots,Processed,v381267,11.5.5.2,x
1975,Alberta,Area harvested,Carrots,Processed,v381267,11.5.5.2,x
1976,Alberta,Area harvested,Carrots,Processed,v381267,11.5.5.2,x
1977,Alberta,Area harvested,Carrots,Processed,v381267,11.5.5.2,0.0
1978,Alberta,Area harvested,Carrots,Processed,v381267,11.5.5.2,x
1979,Alberta,Area harvested,Carrots,Processed,v381267,11.5.5.2,x
1980,Alberta,Area harvested,Carrots,Processed,v381267,11.5.5.2,x
1981,Alberta,Area harvested,Carrots,Processed,v381267,11.5.5.2,x
1982,Alberta,Area harvested,Carrots,Processed,v381267,11.5.5.2,x
1983,Alberta,Area harvested,Carrots,Processed,v381267,11.5.5.2,x
1984,Alberta,Area harvested,Carrots,Processed,v381267,11.5.5.2,x
1985,Alberta,Area harvested,Carrots,Processed,v381267,11.5.5.2,x
1986,Alberta,Area harvested,Carrots,Processed,v381267,11.5.5.2,x
1987,Alberta,Area harvested,Carrots,Processed,v381267,11.5.5.2,55.0
1988,Alberta,Area harvested,Carrots,Processed,v381267,11.5.5.2,57.0
1989,Alberta,Area harvested,Carrots,Processed,v381267,11.5.5.2,44.0
1990,Alberta,Area harvested,Carrots,Processed,v381267,11.5.5.2,38.0
1991,Alberta,Area harvested,Carrots,Processed,v381267,11.5.5.2,32.0
1992,Alberta,Area harvested,Carrots,Processed,v381267,11.5.5.2,x
1993,Alberta,Area harvested,Carrots,Processed,v381267,11.5.5.2,44.0
1994,Alberta,Area harvested,Carrots,Processed,v381267,11.5.5.2,44.0
1995,Alberta,Area harvested,Carrots,Processed,v381267,11.5.5.2,325.0
1992,Alberta,Area harvested,Brussels sprouts,Processed,v381381,11.5.6.2,x
1992,Alberta,Area harvested,Asparagus,Processed,v381441,11.5.7.2,x
1993,Alberta,Area harvested,Asparagus,Processed,v381441,11.5.7.2,x
1994,Alberta,Area harvested,Asparagus,Processed,v381441,11.5.7.2,0.0
1992,Alberta,Area harvested,Broccoli,Processed,v381501,11.5.8.2,x
1993,Alberta,Area harvested,Broccoli,Processed,v381501,11.5.8.2,0.0
1994,Alberta,Area harvested,Broccoli,Processed,v381501,11.5.8.2,0.0
1971,Alberta,Area contracted,Beans,Processed,v73046,11.6.1.2,x
1972,Alberta,Area contracted,Beans,Processed,v73046,11.6.1.2,x
1973,Alberta,Area contracted,Beans,Processed,v73046,11.6.1.2,x
1974,Alberta,Area contracted,Beans,Processed,v73046,11.6.1.2,x
1975,Alberta,Area contracted,Beans,Processed,v73046,11.6.1.2,x
1976,Alberta,Area contracted,Beans,Processed,v73046,11.6.1.2,x
1977,Alberta,Area contracted,Beans,Processed,v73046,11.6.1.2,x
1978,Alberta,Area contracted,Beans,Processed,v73046,11.6.1.2,x
1979,Alberta,Area contracted,Beans,Processed,v73046,11.6.1.2,x
1980,Alberta,Area contracted,Beans,Processed,v73046,11.6.1.2,x
1981,Alberta,Area contracted,Beans,Processed,v73046,11.6.1.2,x
1982,Alberta,Area contracted,Beans,Processed,v73046,11.6.1.2,x
1983,Alberta,Area contracted,Beans,Processed,v73046,11.6.1.2,x
1984,Alberta,Area contracted,Beans,Processed,v73046,11.6.1.2,x
1985,Alberta,Area contracted,Beans,Processed,v73046,11.6.1.2,x
1986,Alberta,Area contracted,Beans,Processed,v73046,11.6.1.2,x
1987,Alberta,Area contracted,Beans,Processed,v73046,11.6.1.2,200.0
1988,Alberta,Area contracted,Beans,Processed,v73046,11.6.1.2,220.0
1989,Alberta,Area contracted,Beans,Processed,v73046,11.6.1.2,510.0
1990,Alberta,Area contracted,Beans,Processed,v73046,11.6.1.2,350.0
1991,Alberta,Area contracted,Beans,Processed,v73046,11.6.1.2,320.0
1992,Alberta,Area contracted,Beans,Processed,v73046,11.6.1.2,x
1993,Alberta,Area contracted,Beans,Processed,v73046,11.6.1.2,489.0
1994,Alberta,Area contracted,Beans,Processed,v73046,11.6.1.2,567.0
1995,Alberta,Area contracted,Beans,Processed,v73046,11.6.1.2,x
1996,Alberta,Area contracted,Beans,Processed,v73046,11.6.1.2,420.0
1971,Alberta,Area contracted,Corn,Processed,v73587,11.6.2.2,x
1972,Alberta,Area contracted,Corn,Processed,v73587,11.6.2.2,x
1973,Alberta,Area contracted,Corn,Processed,v73587,11.6.2.2,x
1974,Alberta,Area contracted,Corn,Processed,v73587,11.6.2.2,x
1975,Alberta,Area contracted,Corn,Processed,v73587,11.6.2.2,x
1976,Alberta,Area contracted,Corn,Processed,v73587,11.6.2.2,x
1977,Alberta,Area contracted,Corn,Processed,v73587,11.6.2.2,x
1978,Alberta,Area contracted,Corn,Processed,v73587,11.6.2.2,x
1979,Alberta,Area contracted,Corn,Processed,v73587,11.6.2.2,x
1980,Alberta,Area contracted,Corn,Processed,v73587,11.6.2.2,x
1981,Alberta,Area contracted,Corn,Processed,v73587,11.6.2.2,x
1982,Alberta,Area contracted,Corn,Processed,v73587,11.6.2.2,x
1983,Alberta,Area contracted,Corn,Processed,v73587,11.6.2.2,x
1984,Alberta,Area contracted,Corn,Processed,v73587,11.6.2.2,0.0
1985,Alberta,Area contracted,Corn,Processed,v73587,11.6.2.2,x
1986,Alberta,Area contracted,Corn,Processed,v73587,11.6.2.2,x
1987,Alberta,Area contracted,Corn,Processed,v73587,11.6.2.2,1690.0
1988,Alberta,Area contracted,Corn,Processed,v73587,11.6.2.2,1820.0
1989,Alberta,Area contracted,Corn,Processed,v73587,11.6.2.2,2400.0
1990,Alberta,Area contracted,Corn,Processed,v73587,11.6.2.2,2250.0
1991,Alberta,Area contracted,Corn,Processed,v73587,11.6.2.2,2331.0
1992,Alberta,Area contracted,Corn,Processed,v73587,11.6.2.2,x
1993,Alberta,Area contracted,Corn,Processed,v73587,11.6.2.2,2465.0
1994,Alberta,Area contracted,Corn,Processed,v73587,11.6.2.2,2996.0
1995,Alberta,Area contracted,Corn,Processed,v73587,11.6.2.2,3450.0
1996,Alberta,Area contracted,Corn,Processed,v73587,11.6.2.2,3560.0
1992,Alberta,Area contracted,Tomatoes,Processed,v74167,11.6.3.2,0.0
1993,Alberta,Area contracted,Tomatoes,Processed,v74167,11.6.3.2,0.0
1994,Alberta,Area contracted,Tomatoes,Processed,v74167,11.6.3.2,0.0
1992,Alberta,Area contracted,Cucumbers,Processed,v381199,11.6.4.2,x
1993,Alberta,Area contracted,Cucumbers,Processed,v381199,11.6.4.2,x
1994,Alberta,Area contracted,Cucumbers,Processed,v381199,11.6.4.2,x
1972,Alberta,Area contracted,Carrots,Processed,v381307,11.6.5.2,x
1973,Alberta,Area contracted,Carrots,Processed,v381307,11.6.5.2,x
1974,Alberta,Area contracted,Carrots,Processed,v381307,11.6.5.2,x
1975,Alberta,Area contracted,Carrots,Processed,v381307,11.6.5.2,x
1976,Alberta,Area contracted,Carrots,Processed,v381307,11.6.5.2,x
1977,Alberta,Area contracted,Carrots,Processed,v381307,11.6.5.2,0.0
1978,Alberta,Area contracted,Carrots,Processed,v381307,11.6.5.2,x
1979,Alberta,Area contracted,Carrots,Processed,v381307,11.6.5.2,x
1980,Alberta,Area contracted,Carrots,Processed,v381307,11.6.5.2,x
1981,Alberta,Area contracted,Carrots,Processed,v381307,11.6.5.2,x
1982,Alberta,Area contracted,Carrots,Processed,v381307,11.6.5.2,x
1983,Alberta,Area contracted,Carrots,Processed,v381307,11.6.5.2,x
1984,Alberta,Area contracted,Carrots,Processed,v381307,11.6.5.2,x
1985,Alberta,Area contracted,Carrots,Processed,v381307,11.6.5.2,x
1986,Alberta,Area contracted,Carrots,Processed,v381307,11.6.5.2,x
1987,Alberta,Area contracted,Carrots,Processed,v381307,11.6.5.2,55.0
1988,Alberta,Area contracted,Carrots,Processed,v381307,11.6.5.2,60.0
1989,Alberta,Area contracted,Carrots,Processed,v381307,11.6.5.2,45.0
1990,Alberta,Area contracted,Carrots,Processed,v381307,11.6.5.2,40.0
1991,Alberta,Area contracted,Carrots,Processed,v381307,11.6.5.2,40.0
1992,Alberta,Area contracted,Carrots,Processed,v381307,11.6.5.2,x
1993,Alberta,Area contracted,Carrots,Processed,v381307,11.6.5.2,44.0
